role,offset_seconds,FCV-501D_ACT,PIT-501D,PIT-516D,PIT-517D,PIT-518D,PIT-519D,PIT-521D,PIT-523D,PIT-529D,PIT-530D,PIT-532D,PIT-562D,PIT-591D,PT-502D,PT-503D,PT-525D,TE-504D,TE-506D,TE-507D-A,TE-508D,TE-509D,TE-514D-A,TE-515D-A,TE-516D,TE-517D,TE-521D,TE-522D,TE-523D,TE-524D,TE-525D,TE-526D,TE-529D,TE-530D-A,TE-531D-A,TE-532D,TE-533D,TE-534D,TE-535D,TE-536D,TE-537D,TE-538D,TE-539D,TE-540D,TE-541D,TE-542D,TE-543D,TE-544D,TE-545D,TE-546D,TE-547D,TE-548D,TE-549D,TE-550D,TIT-501D,TIT-505D,TIT-561D,VE-503D,VE-504D,VE-505D,VE-506D,VT-501D,VT-502D,XT-503D-X,XT-503D-Y,XT-504D-X,XT-504D-Y,XT-505D-X,XT-505D-Y,XT-506D-X,XT-506D-Y,XT-507D-X,XT-507D-Y,XT-508D-X,XT-508D-Y,ZT-502D-B,ZT-503D-A,ZT-503D-B,ZT-504D-B,ZY-503D
test-0,12693000,50.9542,39.91941,23.7620754,19.6069641,2.50757337,2.70421219,0.9957558,3.68000746,4.59486437,5.140105,62.35735,6.98611355,-0.001053367,40.2951431,25.0731468,17.4338284,46.0338631,25.4829273,456.577728,774.8044,504.47226,86.0,75.0,306.0368,338.6879,69.32113,88.27223,97.0561142,118.860771,118.846359,79.25269,30.1660862,67.0,66.0,59.8683624,60.42248,58.0,60.54088,60.3976364,60.9325447,61.7546921,61.8274269,61.0,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,56.233448,103.566193,64.77929,0.8720404,1.65372324,2.86638379,5.586947,91.614975,11.5713091,42.339138,76.71072,31.043951,43.73102,23.1994267,12.9352655,13.7496281,12.9385338,8.481439,8.965906,6.54030275,10.0251961,0,20.4616432,21.1994457,0.079462655,20.6377831
test-0,12693600,50.91335,39.9180565,23.7712555,19.6217365,2.507301,2.70647335,0.9960598,3.68123412,4.53454876,5.083616,62.3094978,6.98472452,-0.001108934,40.29838,25.0841885,17.4441547,46.1025734,25.507761,456.666931,774.9951,504.696838,86.0,75.0,306.348358,339.003082,69.32385,88.4032,97.11697,118.9039,118.720482,78.99829,30.1425648,67.0,66.0,59.8946571,60.4722252,57.9296265,60.5829468,60.467186,60.0,61.8342628,61.87404,61.0703735,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,56.18462,103.476776,64.30961,0.8720404,1.654006,2.86483979,5.53411245,91.92382,10.2669811,42.18684,75.93642,31.249548,44.4584465,23.28581,12.9837122,13.4742813,12.8035631,8.533436,8.869153,6.54712152,9.803277,0,20.49078,21.190424,0.07732279,20.5945053
test-0,12694200,50.9152565,39.8930435,23.7625637,19.60555,2.50721836,2.70537686,0.99616617,3.68136287,4.47086859,5.113897,62.3314476,6.9819417,-0.001089219,40.27904,25.0818787,17.443182,45.84736,25.4392242,456.258362,774.635132,504.524445,86.0692139,75.0,306.136139,339.057068,69.33128,88.05818,97.16483,118.928314,118.489815,79.04764,30.146841,67.0,66.0,59.9069061,60.4638977,57.06921,60.6485023,60.45258,60.0,61.8742332,61.8728638,61.0,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,56.1491776,103.493355,64.46832,0.8720404,1.73737466,2.91129,5.46502638,92.85704,12.88295,41.44204,75.7840347,29.7548237,43.2162971,23.0773888,12.9837122,14.4285583,13.2475681,8.616804,8.927603,6.495209,10.018405,0,20.463871,21.1864758,0.079430714,20.6509113
test-0,12694800,50.9503975,39.91958,23.7645168,19.609848,2.50871515,2.70812345,0.9956973,3.68361378,4.54903173,5.13373661,62.344223,6.984348,-0.001052314,40.3472176,25.05521,17.4569473,46.1913643,25.4210625,456.302826,774.6593,504.4901,86.0,75.0,306.011871,338.924225,69.3198547,88.21428,97.0445251,118.845016,118.694176,79.18103,30.12635,67.0,66.0,59.9476547,60.527153,58.0,60.661377,60.48903,60.9300232,61.88045,61.92022,61.0699768,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,56.16673,103.583282,64.27055,0.8720404,1.64718747,2.88513613,5.49648333,92.83304,15.65109,42.3603439,75.76625,30.3489532,43.9804077,23.3794079,13.1087122,13.1033525,12.9420462,8.62012,8.959248,6.58875,10.2053,0,20.5310764,21.1859589,0.08245053,20.61218
test-0,12695400,50.8602638,39.9078,23.7566051,19.5969639,2.50344419,2.70786858,0.9966756,3.68206429,4.624393,5.086725,62.3052063,6.99003839,-0.001061997,40.2867,25.0987453,17.453743,45.9681,25.4957943,456.277222,774.756653,504.743469,86.0,75.0,306.286682,338.9642,69.3157,88.660614,97.10758,118.8692,119.356476,79.0030441,30.1458511,67.0,66.0,59.8935928,60.53382,57.92717,60.6315079,60.47193,60.0,61.8591766,61.9173737,61.07283,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,56.284996,103.569496,64.62494,0.8720404,1.65424442,2.75908637,5.55281448,93.734436,12.8723135,42.06584,76.50085,30.3725452,43.5157127,22.9364548,12.9423227,13.963232,13.166914,8.627039,8.876329,6.54030275,10.0355215,0,20.4918652,21.21249,0.064599365,20.7073269
test-0,12696000,50.82079,39.9028,23.75063,19.6002789,2.503145,2.70739174,0.996026,3.68287516,4.43347454,5.116274,62.33201,6.984612,-0.001087575,40.2867661,25.0027733,17.4482059,46.1687965,25.3685,456.331665,774.622253,504.628418,86.0,75.0,306.2395,339.073761,69.30174,87.8543549,97.05233,118.815681,119.269966,79.0009842,30.15558,67.0,66.0,59.9406471,60.54088,57.065773,60.706562,60.5165138,60.065773,61.89472,61.95291,61.934227,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,56.41482,103.34243,63.91398,0.78152,1.64718747,3.00849271,5.58165932,91.0880356,16.060997,41.94144,76.92762,29.9923363,43.0627327,23.1250019,13.0321589,14.1923418,13.16794,8.62351,8.962638,6.58875,9.989577,0,20.4443741,21.1675282,0.08030001,20.63907
test-0,12696600,50.8522949,39.9187355,23.74291,19.5899925,2.51229167,2.70627713,0.9957549,3.68283582,4.564903,5.145833,62.366,6.98710728,-0.001071115,40.3344,25.010746,17.4495773,46.6384468,25.5207939,456.372864,774.931152,504.632935,86.933815,75.0,306.077667,338.894379,69.30331,88.28242,97.10166,118.890793,118.100937,79.1489258,30.16168,67.0,66.0,59.915638,60.5316658,57.066185,60.6595726,60.54439,60.0,61.94808,61.97044,61.933815,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,56.5158,103.46241,63.149128,0.8720404,1.65360022,2.81415582,5.63257265,91.10828,14.6425047,41.62818,76.27433,30.43449,43.82857,23.06383,12.941678,14.2693281,12.9480906,8.57827,8.927015,6.58875,9.837884,0,20.5194988,21.18917,0.070867464,20.64306
test-0,12697200,50.8307838,39.9005661,23.7253113,19.5762787,2.51018715,2.70552588,0.996484339,3.678611,4.49426365,5.101537,62.31635,6.98388338,-0.001104392,40.3269424,24.9997845,17.4372787,46.15336,25.4426727,455.899261,774.2122,504.36615,86.9317551,75.0,306.109558,338.856323,69.30878,87.88315,97.07274,118.857239,119.053421,79.2588959,30.1873455,67.0,66.0,59.9493065,60.532,58.0,60.6787071,60.5141678,60.0682449,61.8692436,61.9405746,61.9317551,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,56.6133766,103.479675,64.33759,0.8720404,1.65379989,3.015345,5.562614,92.22927,12.8535566,41.60363,75.7916,30.27918,43.8409462,23.2929382,13.0288525,13.4142666,12.94849,8.575064,9.056225,6.49516249,9.889737,0,20.5653286,21.2993164,0.08025075,20.65442
test-0,12697800,50.8585663,39.91364,23.74712,19.5979462,2.512755,2.70766664,0.9965647,3.6815455,4.53447247,5.092617,62.29959,6.98798227,-0.001120968,40.2395058,25.05954,17.4495888,46.5495033,25.3323383,456.037018,774.4939,504.3886,86.07061,75.0,305.971832,338.605865,69.27457,88.12224,97.0386658,118.864548,119.065964,78.95399,30.20516,67.0,66.0,59.9497375,60.5438423,57.92939,60.64994,60.5143471,60.07061,61.94038,61.9389839,61.0,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,56.7411041,103.385353,62.72137,0.8720404,1.64718747,2.944228,5.67053,93.499794,7.730548,41.8402824,75.56204,30.496912,43.9308853,23.19228,12.9318447,13.7412,12.987133,8.661695,8.96948,6.49869776,10.0250435,0,20.4844513,21.20107,0.07546393,20.5958843
test-0,12698400,50.8308372,39.8946266,23.7127419,19.5689278,2.51149917,2.7047174,0.9966867,3.67517734,4.529176,5.089537,62.29936,6.98790359,-0.001240818,40.2678528,25.0217819,17.4238224,46.5755424,25.47726,455.7309,773.8557,504.205566,87.0,75.0,305.781555,338.5633,69.2791748,88.28622,96.98374,118.774162,119.341835,79.07745,30.2025261,67.0,66.0,59.90335,60.5178528,58.0,60.6339073,60.4884071,60.92837,61.88689,61.926693,61.0,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,56.7595634,103.342537,63.70359,0.8720404,1.73714042,2.95203137,5.701064,89.0209961,7.22119331,41.3078079,75.40387,29.99197,43.74736,23.25094,13.025218,13.796896,13.0806055,8.665016,8.95916748,6.54030275,9.879654,0,20.7606983,21.3857422,0.07940527,20.8309517
test-0,12699000,50.86898,39.89951,23.7338448,19.5774612,2.50553679,2.705561,0.996871,3.677188,4.512983,5.11204624,62.3152,6.99000454,-0.001231476,40.2805367,25.0570717,17.425436,46.6907349,25.3516579,455.636322,773.4613,504.123016,86.0,75.0,306.016632,338.483582,69.340004,87.9028,96.95888,118.707619,119.074936,79.08075,30.2159634,67.0,66.0,59.9064751,60.54444,58.0,60.6415329,60.4694,60.0689468,61.87665,61.8793,61.9310532,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,56.7389374,103.47274,63.7489281,0.781827331,1.64718747,2.9933548,5.71718359,88.77441,6.87385368,41.65913,75.94602,29.8548374,43.91608,23.119091,12.9837122,14.3870106,13.1156921,8.575064,9.049511,6.58875,9.782891,0,20.8306789,21.3731956,0.076856576,20.8134613
test-0,12699600,50.89598,39.88925,23.7252331,19.5592747,2.50203276,2.70244122,0.9969546,3.67122054,4.557007,5.09753,62.3044739,6.98787642,-0.00121506,40.2993851,24.98201,17.3888683,46.92141,25.4034958,455.504547,773.2555,503.9252,86.07125,75.0,305.73938,338.330383,69.2652054,87.98933,96.97902,118.753128,119.029121,78.91312,30.2369671,67.0,66.0,59.8602066,60.4778366,58.0,60.5778427,60.4128456,60.0712471,61.82066,61.87611,61.0,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,57.07614,103.359947,62.89166,0.775147,1.64718747,2.97436929,5.83076429,87.7335052,5.848695,41.5429764,76.3761444,30.5179615,45.055542,23.2337,13.0321589,13.85563,12.9594278,8.530068,9.062983,6.585298,9.755043,0,20.8660622,21.4076881,0.083749585,20.9537964
test-0,12700200,50.87478,39.91563,23.700758,19.5512218,2.507834,2.69867134,0.997336149,3.66773582,4.60343,5.13252258,62.3395767,6.990798,-0.001158098,40.32639,25.0413361,17.3824272,47.7508659,25.3366337,454.9046,772.333,503.487122,87.0,75.0,305.439972,338.08725,69.28633,88.14367,96.9311,118.718742,118.358696,78.95167,30.21152,67.0,66.0,59.75027,60.39008,57.9343529,60.4756,60.360836,60.9343529,61.7641258,61.74945,61.0,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,57.87145,103.444649,62.7368965,0.775147,1.64718747,2.93951464,6.09375334,86.1732,7.149397,41.8968468,76.54895,30.1402016,43.8569756,23.11861,13.0353394,14.4243908,13.1290531,8.626691,9.107978,6.58875,10.1189966,0,20.9185753,21.43244,0.07553984,21.0072212
test-0,12700800,50.8021431,39.9106979,23.6835556,19.5485554,2.503679,2.6987865,0.9969069,3.668914,4.562113,5.10707,62.320755,6.98683167,-0.001135292,40.3056946,25.0446815,17.3834,46.61015,25.4996586,455.510742,773.1088,504.0694,87.0,75.0,305.6431,338.147156,69.23088,88.1191,96.9667,118.649323,119.149681,79.00883,30.2749729,67.0,66.0,59.7704659,60.3567619,57.80447,60.46728,60.3281364,60.0,61.7128372,61.751236,61.0,78.0,80.0,84.0,82.0,84.0,84.0,85.0,88.0,85.0,88.0,56.9613647,103.287254,63.166584,0.7940924,1.64718747,2.93020129,6.047706,90.20801,5.634679,41.4882278,76.66269,30.9162941,44.5888138,23.0416775,13.0806055,14.5245342,13.1490812,8.584537,9.128006,6.569804,9.961072,0,20.78773,21.4031124,0.07638645,20.9470558
test-0,12701400,50.7521973,39.9113579,23.6775818,19.5548744,2.50290346,2.702356,0.997157753,3.67414522,4.54446936,5.08132267,62.2944565,6.9886446,-0.001176565,40.29372,25.0216064,17.4195747,44.8838425,25.39935,455.9065,773.7164,504.31015,87.0,75.0,305.693542,338.06192,69.22045,88.40333,97.0506058,118.82663,119.207191,78.91576,30.2611046,67.0,66.0,59.8307533,60.4369469,58.0,60.5302734,60.3947678,60.80287,61.80653,61.818,61.19713,78.0,80.0,85.0,82.0,84.80287,84.0,85.0,88.0,85.0,88.0,55.04412,103.446342,62.83443,0.775147,1.64718747,2.92173171,5.87571859,89.32475,6.161744,41.63759,77.2084,31.562067,45.4075737,23.0408268,13.0901556,14.4664593,13.0806055,8.555268,9.069081,6.55940342,9.901529,0,20.5853748,21.3059578,0.077537715,20.66308
test-0,12702000,50.6903725,39.9148026,23.6830826,19.5585155,2.51465535,2.70482373,0.9966457,3.67576766,4.62528563,5.08961868,62.30735,6.98743343,-0.001154585,40.33654,24.96636,17.42519,44.315834,25.4792233,455.735352,773.789551,504.5167,87.0,75.0,306.0101,338.4652,69.28371,88.35848,97.05523,118.878372,119.433617,78.84897,30.2516975,67.0,66.0,59.8616333,60.4719048,57.80348,60.58125,60.4591255,60.80348,61.7703629,61.8330421,61.0,78.0,80.0,85.0,82.0,85.0,84.0,86.0,88.0,85.0,88.0,54.4247169,103.358459,64.4674149,0.8720404,1.725039,2.96900439,5.893227,91.96943,5.6537385,41.9271126,76.81993,31.2819862,45.604847,23.05978,13.0416794,14.6844006,13.071928,8.66243649,8.953116,6.579229,10.0293064,0,20.7703953,21.3303814,0.07878443,20.8153458
test-0,12702600,50.7674,39.9271164,23.7394428,19.6026249,2.51117349,2.70930219,0.9968958,3.68459964,4.618916,5.099567,62.331,6.98839426,-0.001248737,40.3175278,25.0241165,17.4581947,45.21489,25.4460945,456.303864,774.944,504.905579,87.0,75.0,305.8038,338.537354,69.30477,88.5263,97.1141052,118.865242,119.169991,78.90479,30.3060131,67.0,66.0,59.9485779,60.62075,58.0,60.69431,60.5560722,60.19452,61.94148,62.0035362,61.80548,78.0,81.0,85.0,83.0,85.0,84.0,86.0,88.0,85.0,89.0,55.1302338,103.596832,64.74949,0.853192747,1.64718747,2.89324617,5.701806,92.11215,5.694332,40.8997536,76.44476,30.7165279,45.3165,22.9341316,12.9931364,14.46804,13.0913572,8.584488,9.098554,6.6183486,9.923474,0,20.45194,21.1503372,0.072939545,20.5820084
test-0,12703200,50.70649,39.9464035,23.6972923,19.5748329,2.51793718,2.70736814,0.997283638,3.67937613,4.60638857,5.113781,62.3290863,6.99181747,-0.001287259,40.3316841,24.9614563,17.4456787,46.3147926,25.4797783,455.768158,774.260132,504.473053,87.0,75.0,305.887665,338.9259,69.3165,88.39637,97.08801,118.930634,118.627632,79.13626,30.2743855,67.0,66.0,60.05004,60.662,57.1933861,60.822155,60.69173,60.1933861,62.0950928,62.1025162,61.8066139,78.0,81.0,85.0,83.0,85.0,84.0,86.0,88.0,85.0,88.80661,56.1333046,103.594971,64.19879,0.8720404,1.64718747,2.90950012,5.761527,94.19294,6.754521,41.0466728,76.49868,31.1167049,45.9478,22.96373,13.0806055,14.6309,13.1493931,8.575064,9.078269,6.58875,9.833076,0,20.6144981,21.2830257,0.07518431,20.6854229
test-0,12703800,50.87288,39.9083481,23.7770233,19.6159554,2.5124805,2.70862436,0.997125268,3.682515,4.51924,5.106646,62.3506165,6.98886156,-0.001221141,40.3318062,25.03723,17.44166,47.1495667,26.00736,456.825928,775.7338,505.608,87.0,75.0,306.0076,338.958679,69.2784348,88.2219,97.1485062,118.946495,118.984367,78.9867554,30.2638721,67.0,67.0,60.1113472,60.7780037,58.0,60.8266068,60.6936378,60.80668,62.0487,62.1538467,61.19332,78.0,81.0,85.0,83.0,85.0,84.0,86.0,88.0,86.0,89.0,57.2012253,103.538185,63.315712,0.793878436,1.64718747,3.03499937,5.734232,92.99925,6.316551,41.1654625,75.91885,31.7077217,45.8899956,23.0997047,13.1196871,14.2323427,12.9446316,8.58443,8.982987,6.54966831,9.795597,0,20.615202,21.2447357,0.07806384,20.776825
test-0,12704400,51.11517,39.8753357,23.84367,19.6635189,2.51142645,2.709847,0.996948063,3.68557143,4.57795763,5.09881067,62.332077,6.98638058,-0.001269737,40.25144,25.166254,17.4810562,47.79697,25.9297066,457.3134,776.4019,505.999756,87.0,75.0,306.3014,339.32608,69.3512344,88.59717,97.27934,119.055229,119.120682,79.15222,30.2956161,67.0,67.0,60.1645432,60.7547569,57.19673,60.85465,60.6722755,60.80327,62.104187,62.1509361,62.0,78.0,81.0,85.0,83.0,85.0,84.0,86.0,88.0,86.0,89.0,57.77693,103.747086,65.15863,0.8720404,1.62812567,2.91486955,5.66983128,91.73181,6.44477224,40.88821,76.64187,31.79692,46.14509,22.8668365,13.0710745,14.5737152,13.0718679,8.497232,8.923721,6.598281,9.93236351,0,20.3699684,21.1239414,0.07967966,20.5474834
test-0,12705000,51.06354,39.88216,23.83981,19.664299,2.51784682,2.71285152,0.9972224,3.68935227,4.52658367,5.138038,62.36132,6.977344,-0.001129939,40.2783852,25.1090031,17.483717,47.05218,26.0065117,457.701355,777.0781,506.464569,87.0,75.0,306.4547,339.725677,69.43937,88.1716461,97.38062,119.16851,118.980881,79.16038,30.2667446,67.0,67.0,60.1856575,60.81066,57.1966476,60.91591,60.7778168,60.8033524,62.1714821,62.2302628,62.0,78.19665,81.0,85.0,83.0,85.0,84.0,86.0,88.0,86.0,89.0,57.1789246,104.22422,64.7269,0.8720404,1.64718747,3.07228756,5.622054,93.34968,7.25990152,41.809494,78.12627,32.2273865,46.06165,22.9152832,13.0710783,14.7691507,13.0520248,8.575064,9.011085,6.491856,9.932384,0,20.3434029,21.1218357,0.08531019,20.4834652
test-0,12705600,50.95606,39.9008827,23.7784557,19.63424,2.51848984,2.7125473,0.997145951,3.68743515,4.469521,5.099249,62.32097,6.979022,-0.001376818,40.3185272,25.0560513,17.4737854,46.0965347,25.6938782,457.615326,776.6745,506.089539,87.0,75.0,306.66626,339.764435,69.44654,88.37181,97.3885651,119.147278,119.634064,79.3418961,30.1967468,67.0,67.0,60.2780266,60.8856773,58.0,60.93997,60.7994,60.1958542,62.2181435,62.2220268,61.8041458,79.0,81.0,85.0,83.0,85.0,85.0,86.0,88.0,86.0,89.0,56.0996857,104.286186,64.91397,0.8720404,1.66616428,3.02022266,5.658106,93.76332,8.101701,42.32544,78.01915,32.4188728,46.3295441,23.0796,13.041647,14.13594,12.8763256,8.565576,9.011085,6.530814,9.74727249,0,20.3570175,21.0803776,0.08216127,20.492075
test-0,12706200,50.8637848,39.9008,23.75605,19.6021061,2.52086687,2.71177435,0.9972169,3.685541,4.61334324,5.11680555,62.3366051,6.987179,-0.001384135,40.2959251,25.0180111,17.4725876,46.172348,25.8370037,457.8815,776.8183,506.40683,87.0,75.0,306.821075,340.082855,69.44747,88.8234253,97.35511,119.067734,119.310951,79.150795,30.19719,68.0,67.0,60.2640381,60.88177,58.8056,60.9884567,60.84303,61.0,62.2565536,62.29491,61.1944,79.0,81.0,85.0,83.0,85.0,85.0,86.0,88.0,86.0,89.0,56.2731819,104.336914,64.58407,0.8720404,1.64718747,2.875643,5.42481756,93.27599,8.477878,40.9145432,76.59015,31.7823849,45.9678459,22.7981968,13.0119667,14.5232325,12.907012,8.51719952,8.990891,6.501274,9.844095,0,20.510025,21.18281,0.074541405,20.56082
test-0,12706800,51.03573,39.8985748,23.7986259,19.6292057,2.51444125,2.71255875,0.9971743,3.68636322,4.54396248,5.093214,62.2983055,6.982556,-0.001342167,40.258522,25.06957,17.47017,46.8050766,25.592926,457.519653,776.1985,505.715424,87.0,75.0,306.9836,339.9579,69.4381561,88.51441,97.359024,119.114326,119.352608,79.42509,30.1803017,68.0,67.0,60.228405,60.85695,58.0,60.9804153,60.794342,60.80608,62.21277,62.2155075,61.19392,79.0,81.0,85.0,83.0,85.0,85.0,86.0,88.0,86.0,89.0,56.87675,104.39109,64.7011948,0.7939366,1.628398,2.95059061,5.43224859,93.08838,7.42316341,41.54847,77.07076,31.7187672,45.97296,22.7214966,13.1102638,14.4667711,12.8962135,8.575064,9.011085,6.54030275,9.98149,0,20.4097,21.153635,0.07712301,20.5651627
test-0,12707400,51.00861,39.86985,23.7660923,19.5959644,2.51271224,2.70900249,0.997383833,3.68087435,4.475417,5.09840727,62.3173828,6.981757,-0.001313611,40.2682762,25.08377,17.4341125,47.5323067,25.592844,457.248566,775.5036,505.651428,87.0,75.0,306.781952,339.866882,69.44322,88.18994,97.27606,118.997505,119.671227,79.27152,30.18646,68.0,67.0,60.20278,60.8593674,58.0,60.90859,60.7502975,60.1026,62.17909,62.1830254,62.0,79.0,81.0,85.0,83.0,85.0,84.8974,86.0,88.0,86.0,89.0,57.52329,104.63456,64.77503,0.7850882,1.550294,3.12110829,5.58482027,92.4549,6.066319,40.8057632,76.89106,32.1276436,45.73122,22.8718071,13.1240826,14.3103962,12.9203539,8.531588,9.059531,6.54030275,9.737784,0,20.5452728,21.2331314,0.08570434,20.6592484
test-0,12708000,51.0238228,39.8759956,23.7834873,19.60245,2.51699376,2.70882988,0.9973386,3.67941785,4.514614,5.09270144,62.3058319,6.98027754,-0.001223002,40.25437,25.0942764,17.438858,47.85722,25.8314629,457.426147,775.757935,505.83725,87.0,75.0,306.6499,339.793579,69.41164,88.40952,97.34192,119.033714,119.320107,79.42309,30.1850414,68.0,67.0,60.1995621,60.7489662,58.0,60.9079,60.7695961,60.1987877,62.1197357,62.1624222,61.8012123,79.0,81.0,85.0,83.0,85.0,85.0,86.0,88.0,86.0,89.0,57.97964,104.442604,64.38359,0.8720404,1.550294,3.02894115,5.626729,91.43552,6.27854538,40.64765,78.29191,32.508316,46.228653,22.82802,13.0709753,13.9231663,12.7219238,8.555802,9.04027,6.51111746,9.844603,0,20.56182,21.2123871,0.08207143,20.70309
test-0,12708600,51.1113853,39.87942,23.8150616,19.6216965,2.50707531,2.7092762,0.997266948,3.6808207,4.565275,5.091778,62.3095474,6.982491,-0.001364319,40.258194,25.1391239,17.44534,47.97858,25.6697216,457.152954,775.6235,505.6859,87.0,75.0,306.868378,339.8574,69.44867,88.47329,97.33342,119.065269,119.785835,79.27088,30.2723827,68.0,67.0,60.19587,60.8083267,58.0,60.8986053,60.769783,60.8022,62.1301842,62.2003632,61.1978,79.0,81.0,85.0,83.0,85.0,84.8022,86.0,88.0,86.0,89.0,57.93467,104.520828,65.98505,0.8720404,1.628022,2.922605,5.65875149,93.12199,6.569605,41.4299,78.5602951,33.27223,46.56685,22.7209644,13.090188,13.856286,12.7803431,8.5362,9.001502,6.462575,9.825095,0,20.4283028,21.15878,0.07544675,20.6293335
test-0,12709200,51.0199,39.8781471,23.7900944,19.6142578,2.51049566,2.707472,0.9973485,3.67873383,4.571723,5.085344,62.3018837,6.98442745,-0.001167899,40.28515,25.0949249,17.4287739,47.6898041,25.93047,457.5839,776.116943,506.162933,87.0,75.0,306.8216,339.793518,69.45956,88.72136,97.3866348,119.037895,119.623245,79.33967,30.23237,68.0,67.0,60.1920547,60.7752724,58.6066475,60.9260979,60.7334,61.0,62.15941,62.1747551,61.1966743,79.0,81.0,85.0,83.0,85.0,84.0,86.0,88.0,86.0,89.0,57.46165,104.683815,64.8980255,0.794203639,1.5693506,3.0033524,5.78865433,92.86358,6.997372,40.84928,77.58462,32.65307,46.4135361,22.80886,13.119525,14.1758232,12.8677626,8.526617,9.137368,6.46246624,9.786231,0,20.5071373,21.2322121,0.08110034,20.6755943
test-0,12709800,50.9559822,39.8832169,23.767519,19.59373,2.51651,2.709042,0.997413456,3.677552,4.597832,5.086175,62.28365,6.97980356,-0.001342975,40.2903137,25.063715,17.42524,46.53608,25.5189743,456.828339,774.860535,505.298584,87.0,75.0,306.751251,339.7344,69.44419,88.62572,97.238,119.050064,119.5491,79.43039,30.2644424,68.0,67.0,60.20354,60.776535,58.0,60.885498,60.75818,60.1946678,62.1644249,62.1757545,61.8053322,79.0,81.19467,85.0,83.0,85.0,84.0,86.0,88.0,86.0,89.0,56.8201332,104.711914,64.41019,0.7940091,1.62832546,2.92270112,5.826939,90.94257,6.528444,41.5269547,77.90486,32.30193,46.024353,22.7699432,13.0806055,14.11814,12.877388,8.556202,9.089116,6.51071835,9.78494,0,20.6056232,21.2808666,0.08067532,20.7412357
test-0,12710400,50.9621964,39.88727,23.7555,19.5904732,2.50942087,2.70879936,0.9974326,3.67794561,4.589985,5.085161,62.3108673,6.983582,-0.00115396,40.2611656,25.0676365,17.4295,46.160675,25.73826,457.0424,775.351,505.5148,87.0,75.0,306.912872,339.628479,69.43266,88.6601639,97.2779846,119.05,119.153671,79.1351547,30.2569542,68.0,67.0,60.2343254,60.82695,58.0,60.9297676,60.7491531,60.194,62.13338,62.1841354,61.806,79.0,82.0,85.0,83.0,85.0,84.0,86.0,88.0,86.0,89.0,56.2845955,104.623512,65.37044,0.8720404,1.56909132,2.89119935,5.876408,89.27775,7.430182,41.3828735,78.66948,32.84395,46.20438,22.7605438,13.1493034,14.0213442,12.8304272,8.496967,8.981435,6.579351,9.873726,0,20.6314526,21.2647667,0.0800176,20.7528858
test-0,12711000,50.9380875,39.9018745,23.77595,19.5991325,2.51228118,2.708859,0.9969544,3.68014884,4.569698,5.103761,62.32898,6.980762,-0.001272453,40.29256,24.9841785,17.43433,45.8705139,25.5874023,457.09845,775.4001,505.403534,87.0,75.0,306.789429,339.651184,69.42802,88.56234,97.25859,118.949165,119.337425,79.20593,30.2400074,68.0,67.0,60.2128448,60.84733,58.6126823,60.87602,60.7221031,61.0,62.1200867,62.18299,61.19366,79.0,82.0,85.0,83.0,85.0,84.0,86.0,88.0,86.0,89.0,56.1157761,104.649284,65.96579,0.793911338,1.62842309,2.94594216,5.871562,92.39107,7.55594158,41.3094978,78.64467,32.97036,45.7868958,22.6621323,13.0806055,13.943264,12.8586721,8.487553,9.079831,6.50123835,9.767467,0,20.5073872,21.1890965,0.08001653,20.6225967
test-0,12711600,50.9443436,39.90631,23.7835789,19.6047134,2.51089954,2.70955634,0.997408748,3.68067,4.53317738,5.10649872,62.3345757,6.98127842,-0.001068377,40.3062859,25.07681,17.44787,46.1658974,25.7599735,457.2355,775.8844,505.754639,87.0,75.0,306.71814,339.690033,69.3931351,88.53164,97.298584,119.060936,119.442375,79.27427,30.2847481,68.0,67.0,60.2765541,60.823494,58.0,60.96489,60.8124275,60.80628,62.21582,62.22238,61.19372,79.0,81.80628,85.0,83.0,85.0,84.0,86.0,88.0,86.0,89.0,56.1362724,104.589043,63.24267,0.853270233,1.550294,2.84125328,5.780988,93.40039,6.29831934,41.9533119,78.3149643,33.61744,46.51364,22.604311,13.0509291,14.2527113,12.8774338,8.536002,8.972023,6.54030275,9.717493,0,20.4336681,21.1835766,0.07478555,20.6351852
