role,offset_seconds,FCV-501D_ACT,PIT-501D,PIT-516D,PIT-517D,PIT-518D,PIT-519D,PIT-521D,PIT-523D,PIT-529D,PIT-530D,PIT-532D,PIT-562D,PIT-591D,PT-502D,PT-503D,PT-525D,TE-504D,TE-506D,TE-507D-A,TE-508D,TE-509D,TE-514D-A,TE-515D-A,TE-516D,TE-517D,TE-521D,TE-522D,TE-523D,TE-524D,TE-525D,TE-526D,TE-529D,TE-530D-A,TE-531D-A,TE-532D,TE-533D,TE-534D,TE-535D,TE-536D,TE-537D,TE-538D,TE-539D,TE-540D,TE-541D,TE-542D,TE-543D,TE-544D,TE-545D,TE-546D,TE-547D,TE-548D,TE-549D,TE-550D,TIT-501D,TIT-505D,TIT-561D,VE-503D,VE-504D,VE-505D,VE-506D,VT-501D,VT-502D,XT-503D-X,XT-503D-Y,XT-504D-X,XT-504D-Y,XT-505D-X,XT-505D-Y,XT-506D-X,XT-506D-Y,XT-507D-X,XT-507D-Y,XT-508D-X,XT-508D-Y,ZT-502D-B,ZT-503D-A,ZT-503D-B,ZT-504D-B,ZY-503D
normal,140400,50.6570053,40.42726,23.8861351,19.6714821,2.3450346,2.55371547,0.9925357,3.68933225,4.660605,5.22145748,62.5061722,6.90388775,-0.001362643,40.8032875,25.1087074,17.4835033,51.3921471,30.7850685,461.786438,774.6667,502.63562,87.0,75.0,337.618073,316.101746,70.3880844,89.5527,98.5484848,120.760941,114.527306,80.2779541,32.213726,68.0,68.0,63.0890236,63.66723,61.0,63.7292671,63.5154533,63.0,65.01695,65.00102,64.0,79.0,83.0,85.0,83.0,85.0,85.0,86.0,89.0,86.0,89.0,61.1008568,109.3424,69.5879059,1.16272056,1.550294,3.153466,5.524286,68.29647,5.166347,44.3088837,79.24772,35.79333,48.3970947,21.49164,12.7414789,13.00355,12.1017532,8.391196,9.039694,6.394963,9.602364,0,20.7531414,21.3262882,0.108177789,20.8073483
normal,141000,50.63139,40.4182663,23.8778343,19.67342,2.3521924,2.55444574,0.9926948,3.692639,4.58273554,5.254201,62.5342,6.901036,-0.001379697,40.78464,25.148159,17.49024,51.4882851,30.7465458,461.572968,774.5824,502.618927,87.0,75.0,337.72818,316.310333,70.37936,89.32241,98.53538,120.89566,114.271111,80.5894241,32.1576157,68.0,68.0,63.0084648,63.60185,61.0,63.633297,63.45445,63.0,64.91184,64.9077,64.2069855,79.0,83.0,85.0,83.0,85.0,85.0,86.0,89.0,86.0,89.0,61.09335,109.2314,68.6116257,1.16272056,1.550294,3.156336,5.46777773,67.32253,5.30077457,44.203434,78.34506,35.6467323,48.1760635,21.7425365,12.723115,12.99374,12.1400633,8.419696,8.95261,6.394963,9.707702,0,20.7403011,21.2989159,0.106869228,20.8182449
normal,141600,50.56064,40.440773,23.87248,19.671339,2.34445119,2.55513382,0.992791831,3.692894,4.62734,5.182918,62.4698677,6.90436363,-0.001238256,40.84698,25.1144257,17.4991283,50.9523125,30.3887939,461.291229,774.0949,502.3108,87.0,75.0,337.345551,316.395142,70.35832,89.44681,98.5922546,120.772621,114.773872,80.54787,32.23413,68.0,68.0,62.92535,63.54074,61.0,63.5431671,63.45369,63.77932,64.91051,64.92337,64.0,79.0,83.0,85.0,83.0,85.0,85.0,86.0,89.0,86.0,89.0,60.8333244,109.264244,68.14678,1.0872097,1.550294,3.07538414,5.525369,69.28878,5.166347,44.2802734,78.55847,35.6995277,47.9137764,21.6934261,12.6930323,13.2152548,12.0632257,8.467479,8.98402,6.36789846,9.581753,0,20.6786251,21.2315311,0.10521,20.6963024
normal,142200,50.41851,40.4487343,23.834568,19.6476974,2.3410337,2.55448556,0.9928448,3.69108,4.563642,5.26923466,62.5558357,6.90579033,-0.001127033,40.8399124,25.1058559,17.4797688,49.8612175,30.60781,461.502075,774.5031,502.658478,87.0,75.0,337.326355,316.309967,70.35771,89.3018,98.39734,120.747223,114.639526,80.6077,32.2345848,68.0,68.0,62.9685974,63.60367,60.0,63.63732,63.45053,64.0,64.90235,64.90235,64.0,79.0,83.0,85.0,83.0,85.0,85.0,86.0,89.0,86.0,89.0,59.7980766,109.277725,69.15119,1.16272056,1.550294,3.13521218,5.408075,66.3879852,5.33955526,44.4200134,78.49966,35.6407433,48.63449,21.8386478,12.7414789,13.19352,12.0524168,8.445744,9.0218935,6.42179155,9.570827,0,20.747261,21.333046,0.105705544,20.7794285
normal,142800,50.4865456,40.4385,23.8625641,19.6836033,2.35077524,2.55698156,0.9927204,3.69560575,4.5532856,5.174619,62.4658737,6.900139,-0.001127587,40.8164368,25.1212883,17.5100632,50.1332932,30.290226,461.509033,774.4625,502.525024,87.0,75.0,337.418365,316.290375,70.32038,89.47148,98.5914154,120.862129,114.739891,80.5333939,32.4126244,68.0,68.0,63.0887451,63.73215,60.0,63.72076,63.6201172,63.0,64.99499,65.0532761,65.0,79.0,83.0,85.0,83.0,85.0,85.0,86.0,89.0,86.0,89.0,59.8715057,108.995979,67.9647446,1.16272056,1.550294,3.15301943,5.551747,69.39772,5.166347,44.8438759,79.2122345,35.9210663,48.5809975,21.6667042,12.7414789,12.9837122,12.0632257,8.429724,8.951604,6.44340944,9.532964,0,20.6131573,21.180994,0.108327478,20.6331177
normal,143400,50.66516,40.44574,23.92811,19.7114258,2.36003613,2.55948138,0.993331,3.69969988,4.58732557,5.288449,62.5826225,6.90664339,-0.00111205,40.860527,25.1960678,17.5286636,51.1098557,30.4594879,462.130463,775.394836,502.96283,87.0,75.0,337.327881,316.266571,70.2399445,89.34604,98.3327,120.689827,114.167168,80.5049744,32.40119,68.0,68.0,63.1999321,63.85721,61.2461281,63.871788,63.6782951,63.2461281,65.1582642,65.1582642,64.7538757,79.0,83.0,85.0,83.0,86.0,85.0,86.0,89.0,86.0,89.0,60.8947372,109.026039,67.76213,1.16272056,1.550294,3.13532877,5.662072,68.92846,5.166347,44.7267151,78.43294,35.6671829,48.22605,21.7890854,12.7049561,12.7519016,12.0021048,8.453571,8.962638,6.44340944,9.641642,0,20.4478531,21.0801811,0.106168039,20.5311165
normal,144000,50.6898537,40.4224777,23.9295769,19.7138462,2.35284925,2.55986476,0.992975235,3.699326,4.60752058,5.186644,62.491684,6.9001317,-0.001167884,40.83675,25.23181,17.53177,51.0627022,30.5176411,461.881256,775.268433,502.855438,87.0,75.0,337.611053,316.246918,70.24105,89.43671,98.4600143,120.819344,114.62867,80.35727,32.44572,68.0,68.0,63.3549919,63.9984665,61.0,63.9638176,63.80992,64.0,65.3006744,65.27403,64.23166,79.0,83.0,85.0,83.0,86.0,85.0,86.0,89.0,86.0,89.0,61.07753,108.961136,68.34903,1.16272056,1.550294,3.08841968,5.65784836,69.90801,5.166347,44.6194,78.68809,35.80566,48.5435829,21.7637863,12.6930323,12.6935911,12.0372248,8.381277,8.999862,6.394963,9.551666,0,20.5989647,21.1553383,0.108710222,20.59245
normal,144600,50.637,40.42882,23.929554,19.7117729,2.35463262,2.56023073,0.993148,3.70155787,4.65647936,5.27662325,62.5738335,6.89925146,-0.001195787,40.7943153,25.272377,17.5348663,50.7369652,30.44118,462.089844,775.6956,502.8074,87.0,75.0,337.469543,316.1789,70.22811,89.35735,98.33364,120.73716,114.4609,80.44879,32.4091568,68.0,68.0,63.3552246,64.02846,61.0,64.06009,63.8600464,64.0,65.31585,65.31585,64.0,80.0,83.0,85.0,83.0,86.0,85.0,86.0,89.0,86.0,89.0,60.6340141,108.961288,68.41063,1.16272056,1.550294,3.002585,5.72370672,69.2339249,5.12401724,44.4200821,78.65915,35.7993355,48.7584076,21.6648064,12.7021685,13.00475,12.0723619,8.420588,8.971774,6.43427324,9.51382351,0,20.2972031,20.98575,0.106011964,20.448761
normal,145200,50.42464,40.44799,23.8427238,19.65617,2.352411,2.55866647,0.992760539,3.69436526,4.59980536,5.18745565,62.4842834,6.90241146,-0.001182746,40.8704224,25.0949726,17.504425,50.3946838,30.17838,461.6584,774.395264,502.312683,87.0,75.0,337.21344,316.3788,70.1839752,89.261116,98.39482,120.643295,114.565063,80.32112,32.38513,68.0,68.0,63.3190079,63.9704437,61.0,63.9810066,63.82567,64.0,65.26404,65.30858,65.0,80.0,83.0,85.0,83.0,86.0,85.0,86.0,89.0,86.0,89.0,60.397934,108.710411,67.74328,1.16272056,1.550294,3.15968633,5.45926476,70.7893143,5.166347,44.54537,77.91643,35.181,47.99977,21.78413,12.7273235,12.8808384,11.906455,8.44115448,8.996929,6.394963,9.529842,0,20.5418015,21.1551247,0.10654594,20.6293049
normal,145800,43.1663628,41.1735878,19.6803513,16.4546719,1.95180178,2.12815046,0.9947718,3.20761156,4.43051863,5.088057,62.1241264,6.96941757,-0.001276794,41.7868462,20.965477,15.0907431,48.96323,30.2099743,431.343536,706.3737,482.524719,84.0,75.0,333.488861,320.008423,70.02785,88.00975,96.85121,118.272766,111.651154,80.0778961,32.31587,68.0,68.0,62.3199921,62.9378433,60.0,63.0053825,62.8721,63.0,64.30655,64.27304,64.0,79.0,83.0,83.0,81.0,83.2328644,83.0,85.0,87.0,84.0,87.0,60.8770828,108.327911,65.24644,0.894603133,1.550294,2.61375022,6.64322329,67.48887,5.189046,44.77602,77.2061,33.8868,46.6992836,24.9805679,13.9752092,12.5881786,11.9324884,8.731685,9.70394,7.37517834,10.6695528,0,28.1722927,28.5758667,0.102341063,28.1435928
normal,146400,42.8039436,40.96372,19.2986736,16.11822,1.90664053,2.08321261,0.9951368,3.15192747,4.398924,5.005081,62.021553,6.97540236,-0.001313515,41.5763474,20.52247,14.8167448,50.19707,30.22436,428.120117,701.005554,479.930054,84.0,75.0,321.4681,323.658783,69.73773,87.2439346,96.24907,116.307892,109.690125,79.29963,32.34616,68.77035,68.0,57.704155,58.13396,56.0,58.37417,58.1914,58.0,59.5927773,59.5945625,59.0,79.0,82.22965,83.0,81.0,83.0,83.0,84.0,86.0,84.0,87.0,62.07471,102.19014,64.16605,0.7973989,1.45340061,2.507755,6.747239,69.8870239,4.97139072,43.6615944,75.0511,32.8802338,45.2524452,25.3264923,14.1241808,12.1823711,11.63833,8.660831,9.715532,7.471916,11.060914,0,29.4707947,29.9683475,0.097616054,29.494154
normal,147000,42.7867546,40.9034958,19.2845745,16.10536,1.90805876,2.08497667,0.9946674,3.14948225,4.44818163,4.922756,61.94843,6.97546959,-0.001362469,41.49413,20.5408363,14.8043194,48.9909859,30.4153767,428.524139,701.7948,480.176056,84.0,75.0,316.404144,323.952118,69.64621,87.08945,96.22481,116.1444,109.617004,79.05559,32.3144,68.0,68.0,55.72624,56.1438141,54.0,56.24797,56.18297,56.0,57.4223862,57.46824,57.0,78.2339859,82.0,83.0,81.0,83.0,83.0,84.0,86.0,84.0,87.0,61.4804955,99.548,63.3804131,0.775147,1.45340061,2.47062922,6.64454937,73.06895,5.166347,43.1629,74.38011,32.5932846,45.19563,25.1376266,14.1319942,12.2570124,11.6725492,8.660621,9.686235,7.506134,10.8974028,0,29.6426239,30.1996288,0.0985041,29.71064
normal,147600,42.8660355,40.9187355,19.3175945,16.1203842,1.90475559,2.085128,0.9948511,3.151268,4.47813368,4.9447546,61.9771729,6.97955036,-0.001374344,41.5271721,20.564394,14.8145,49.09368,30.6443863,428.622375,702.504456,480.59137,84.0,75.0,313.693451,323.8995,69.64058,87.13536,96.278,116.149437,109.687393,78.90613,32.2763252,68.0,68.0,54.84827,55.2647247,53.0,55.362,55.2701454,55.0,56.46338,56.4593,56.0,78.0,82.0,83.0,81.0,83.0,83.0,84.0,86.0,84.0,87.0,61.40748,99.01681,62.10915,0.775147,1.45340061,2.42676568,6.42697,73.2827148,5.068869,43.3418045,74.40396,32.52106,45.0867348,25.1922779,14.0214014,11.9741611,11.7522364,8.62351,9.51586,7.519391,10.89035,0,29.639225,30.1809769,0.1005274,29.6956959
normal,148200,43.02479,40.9006081,19.3679752,16.1532631,1.910854,2.084645,0.994523942,3.15315,4.454011,4.982501,62.021843,6.97986126,-0.001419223,41.4946632,20.64252,14.831418,49.31955,30.6413631,428.962158,703.0501,480.714569,84.0,75.0,312.11145,323.7229,69.6750641,87.04127,96.22907,116.139526,109.763931,78.88224,32.2141533,68.0,68.0,54.4031563,54.7915878,53.0,54.912075,54.7832,54.1725,56.0248337,56.0248337,55.8275,78.0,82.0,83.0,81.0,83.0,83.0,84.0,86.0,84.0,87.0,61.6635246,98.6531754,63.897377,0.775147,1.45340061,2.42088485,6.422763,70.47177,5.10249949,43.2628937,74.31056,32.6797142,44.9551353,25.1120987,14.1147,12.3588705,11.8042784,8.583421,9.657605,7.517594,10.7952547,0,29.5190582,29.9641933,0.09920561,29.5089455
normal,148800,42.98062,40.9038963,19.3547611,16.1315918,1.90643334,2.0798955,0.9944138,3.14678168,4.468424,4.979846,62.0192337,6.97513056,-0.001367268,41.4936829,20.6293278,14.8062286,49.7610741,30.9127045,428.907776,702.797241,480.6371,84.0,75.0,311.1991,323.5764,69.6389,87.10367,96.19419,116.125809,109.74453,78.84968,32.17749,68.0,68.0,54.15841,54.55992,53.0,54.61719,54.5641479,54.0,55.7433434,55.80145,55.0,78.0,82.0,83.0,81.0,83.0,82.0,84.0,86.0,84.0,87.0,61.75861,98.347435,62.8157,0.775147,1.45340061,2.41830754,6.38641644,74.1836548,5.166347,42.8359528,74.0198,32.97269,45.0608139,24.9867172,14.0979862,12.1325245,11.7725458,8.575064,9.592444,7.52101135,10.7787142,0,29.6014,30.0855217,0.09742657,29.6709557
normal,149400,43.0175323,40.8772278,19.3572769,16.1316,1.90119517,2.07882023,0.9943577,3.14496255,4.460206,4.950846,61.9880638,6.97325039,-0.00158788,41.46371,20.5793114,14.78284,49.2529564,31.3892746,429.436462,703.6083,481.481781,84.0,75.0,310.707581,323.485352,69.68126,87.27684,96.23308,116.271965,109.760757,79.00102,32.1636658,68.0,68.0,54.03786,54.3916435,52.1668663,54.4554558,54.3832436,54.0,55.5527458,55.60115,55.0,78.0,82.0,83.0,81.0,83.0,82.0,84.0,86.0,84.0,87.0,61.72561,98.28327,62.8321571,0.775147,1.45340061,2.379095,6.371172,73.7844238,5.24755955,42.7865677,74.01049,32.8548241,44.9504433,24.9662132,14.0576239,12.2246761,11.7725458,8.575064,9.576276,7.420428,10.9085894,0,29.7211647,30.2593269,0.096592665,29.7863331
normal,150000,43.02534,40.89821,19.362648,16.1266937,1.90152,2.07863259,0.994556546,3.1442318,4.408671,5.061104,62.096386,6.97826433,-0.001673356,41.47804,20.60431,14.7765083,49.1288948,31.3940277,429.40036,703.611938,481.509033,84.0,75.0,310.5977,323.545227,69.74156,87.30977,96.2915649,116.232925,109.910828,78.96825,32.19864,68.0,68.0,53.9334831,54.3363457,52.79912,54.40981,54.2693443,54.0,55.42701,55.48512,55.0,78.0,82.0,83.0,81.0,83.0,82.0,84.0,86.0,84.0,87.0,61.7317352,98.47012,63.16597,0.775147,1.45340061,2.37121081,6.371349,72.83548,5.361304,42.9335,74.5101547,32.29448,44.5902061,24.9500446,14.0592718,12.072958,11.8307247,8.62351,9.698856,7.46079,10.9682026,0,29.7541389,30.350193,0.09482681,29.81101
normal,150600,42.9806747,40.87626,19.3463669,16.1153946,1.90371919,2.079891,0.9944073,3.143143,4.423404,5.056773,62.0929527,6.976171,-0.001687711,41.45867,20.5929127,14.78089,49.2737579,31.4501553,429.378448,703.6704,481.6388,84.0,75.0,310.479431,323.5857,69.77968,87.1987,96.2728653,116.2416,109.9216,78.9649,32.17263,68.0,68.0,53.88217,54.3197327,52.0,54.38996,54.26595,54.0,55.3886528,55.45448,55.0,78.0,82.0,83.0,81.0,83.0,82.0,84.0,86.0,84.0,87.0,61.5966263,98.76885,63.64864,0.775147,1.45340061,2.37427568,6.4078927,74.41398,5.536819,42.6815338,74.30769,33.15713,45.2688026,24.8822727,14.0302153,12.2665386,11.8597765,8.53628,9.582646,7.48991251,10.9780741,0,29.7552853,30.3723679,0.09681358,29.8987789
normal,151200,43.0052719,40.90269,19.38649,16.1509647,1.90244,2.08007979,0.9943821,3.14707541,4.5210247,5.036013,62.0815048,6.974499,-0.001655478,41.5087776,20.6294212,14.80827,49.2882957,31.5449772,430.020447,704.691,482.1351,84.0,75.0,310.534424,323.343872,69.76204,87.26587,96.33036,116.270691,110.239594,78.8981,32.22817,68.0,68.0,53.8633652,54.307148,52.2941132,54.329052,54.2584724,54.0,55.37247,55.42488,55.0,78.0,82.0,83.0,81.0,83.0,82.0,84.0,86.0,84.0,87.0,61.4926033,98.66236,63.9596062,0.775147,1.45340061,2.35277247,6.30659676,72.09437,5.195017,42.59319,73.99805,33.3085251,44.9528275,24.7648067,13.9953928,12.3795547,11.883688,8.657708,9.612393,7.44654131,10.7808142,0,29.5515156,30.0095863,0.09861856,29.62252
normal,151800,43.02323,40.8835754,19.369791,16.1380882,1.90336847,2.080292,0.9941737,3.148194,4.41584873,5.07062244,62.10603,6.97699356,-0.001647084,41.4747543,20.651947,14.8030109,49.0579758,31.3822556,429.70163,704.2183,481.863617,84.0,75.0,310.578369,323.3534,69.79487,87.26761,96.3174438,116.241264,110.098518,79.003685,32.23547,68.0,68.0,53.9088669,54.3283463,52.0,54.3312149,54.28957,54.0,55.4335442,55.4491119,55.0,78.0,82.0,83.0,81.0,83.0,82.0,84.0,86.0,84.0,87.0,61.3967743,98.65283,62.5936661,0.775147,1.45340061,2.31620026,6.27364874,72.47421,5.45878172,41.92563,73.55136,33.66049,45.0939064,24.5624714,13.9721155,12.5574265,11.8209925,8.546086,9.582936,7.325185,10.7356958,0,29.575861,30.0750065,0.09679178,29.6229343
normal,152400,42.9196167,40.89186,19.32982,16.1104641,1.90302956,2.08050251,0.9941547,3.14445424,4.40626669,5.033777,62.0577545,6.96963,-0.001689696,41.478466,20.5541687,14.7918062,48.82914,31.270937,429.130463,703.5825,481.428955,84.0,75.0,310.276,323.4054,69.75885,87.0124359,96.24466,116.143829,110.102806,79.03727,32.27015,68.0,69.0,53.9449844,54.32139,52.7978363,54.35872,54.32134,54.0,55.39153,55.4920769,55.0,78.0,82.0,82.20216,81.0,83.0,82.0,84.0,86.0,84.0,87.0,61.36271,98.65184,63.3593864,0.775147,1.45340061,2.30115914,6.3164134,74.76094,5.244119,41.76157,73.44571,33.48436,44.56886,24.8918037,14.0206814,12.3533821,11.8694391,8.584858,9.602239,7.46079,10.8618526,0,29.7454224,30.2858372,0.09255506,29.8780689
normal,153000,42.86426,40.9144974,19.2978954,16.09048,1.90211046,2.078178,0.993957341,3.14447355,4.36995363,5.064253,62.102375,6.97489548,-0.001688162,41.5176926,20.5271473,14.7886076,48.8058319,31.36318,429.159851,703.6688,481.474884,84.0,75.0,310.060059,323.292267,69.77158,87.02826,96.21879,116.115341,109.872643,78.9752,32.2724838,68.0,69.0,53.9219666,54.34023,52.0,54.32283,54.2549438,54.0,55.3600159,55.4335442,55.0,78.0,82.0,82.0,81.0,83.0,82.0,84.0,86.0,84.0,87.0,61.430687,98.6229248,63.4589767,0.775147,1.45340061,2.267491,6.34290028,74.38125,5.26382542,41.6079178,73.48479,33.8642349,44.68765,24.64062,14.0396385,12.8065577,11.9079847,8.546418,9.698182,7.402443,10.7166195,0,29.6973152,30.2162857,0.098930284,29.80058
normal,153600,45.24331,40.75162,20.7355766,17.2373772,2.04665732,2.22939157,0.9927787,3.31544232,4.4488306,5.019348,62.162014,6.94342232,-0.001673665,41.2863922,21.98893,15.6451578,49.8811264,31.1982021,440.488,728.6082,488.067963,85.0,75.0,314.2749,321.463165,69.83435,87.8763962,97.01097,117.319687,111.131088,79.17098,32.26952,68.0,69.0,54.91836,55.32819,53.0,55.31739,55.25523,55.0,56.3793068,56.4321251,56.0,79.0,82.0,83.0,82.0,84.0,83.0,85.0,87.0,85.0,87.0,61.539875,99.61165,63.7139664,0.968933761,1.45340061,3.54870725,4.56096935,72.1928,5.60078,41.48295,74.0211945,35.30028,46.1655,23.08275,13.1906595,12.4639587,11.794672,8.465011,9.424978,7.01160955,10.2575378,0,26.4572659,26.8782978,0.09771888,26.4040318
normal,154200,47.95096,40.66177,22.4108315,18.53283,2.20157433,2.400991,0.9919958,3.51647329,4.559494,5.17435455,62.42721,6.89617538,-0.001634741,41.1255264,23.7191181,16.6321087,50.8810349,31.38853,453.059753,756.589233,496.247681,86.0,75.0,320.199249,319.0782,70.01857,88.4838943,97.7239456,118.783821,112.559212,79.43551,32.4096947,68.0,68.19225,56.53949,57.0348053,54.8077431,56.9378242,56.88127,57.0,58.05221,58.1103134,57.0,79.0,82.80775,84.0,82.0,84.0,84.0,86.0,88.0,85.0,88.0,61.69337,102.006424,65.64146,1.06582713,1.550294,2.754361,5.9672246,83.6544952,5.788698,42.2268867,75.45013,36.17849,46.622467,21.6929264,12.6147671,12.5849495,11.9663324,8.399905,9.059531,6.598064,9.707966,0,22.8447018,23.671339,0.103403687,23.0568161
normal,154800,48.5518,40.5325432,22.7534714,18.81225,2.24015784,2.442961,0.9920695,3.562085,4.60101128,5.132202,62.3742142,6.89207268,-0.001487024,40.997242,24.0308228,16.8573,50.8127556,31.1781673,455.5505,761.7085,498.2558,86.0,75.0,326.134949,317.6087,70.2081757,88.9851761,98.12652,119.56456,113.937828,79.75709,32.4332962,68.0,69.0,58.7830734,59.2970963,57.0,59.16094,59.08915,59.0,60.26666,60.35988,59.199,79.0,83.0,85.0,83.0,85.0,84.0,86.0,88.0,86.0,89.0,61.78818,104.892807,67.9451447,1.16272056,1.550294,2.73521614,6.75122166,79.5882645,5.6537385,42.6617661,77.15605,37.05208,47.4485931,21.4134369,12.6445856,12.9350233,12.1796427,8.46853,9.069172,6.54030275,9.76695,0,22.2722549,23.1093845,0.103354223,22.4276524
normal,155400,48.7621231,40.468483,22.81776,18.8683357,2.2482307,2.44943428,0.991721749,3.57206273,4.62176752,5.260012,62.51665,6.89184856,-0.001554493,40.9273643,24.1114159,16.9201145,50.8056259,31.2122936,456.36795,763.176758,498.776672,86.0,75.0,328.882538,317.4706,70.23477,89.01135,98.08169,119.7614,113.552971,79.95542,32.47941,68.0,69.0,59.8191261,60.34351,58.0,60.3052673,60.19574,60.0,61.4291573,61.4873543,61.0,79.0,83.0,85.0,83.0,85.0,84.0,86.0,88.0,86.0,89.0,61.8458481,106.058533,66.80733,1.16272056,1.550294,2.68325233,7.02666473,78.6001358,5.478342,42.56552,76.93318,37.187294,47.1190262,21.6360664,12.6445856,12.9449873,12.0727863,8.429724,9.098256,6.530581,9.689338,0,22.0459785,22.8650055,0.1023199,22.2044926
normal,156000,48.6094437,40.5458,22.82938,18.8695984,2.251129,2.44869542,0.9922823,3.572128,4.64224625,5.184861,62.4451,6.89113426,-0.001479369,40.9944534,24.0844231,16.90539,51.50497,31.2242451,456.18692,762.47406,498.7734,86.0,75.0,330.751,317.5866,70.28395,88.9948959,98.13682,119.883469,113.907455,80.08105,32.52518,69.0,69.0,60.37204,60.9869843,58.78709,60.91213,60.7246475,60.0,62.0439,62.08548,62.0,79.0,83.0,85.0,83.0,85.0,84.0,86.0,88.0,86.0,89.0,62.05022,106.453415,67.60184,1.16272056,1.550294,2.705508,7.045997,80.5390244,5.51475239,43.14537,77.9650955,37.7162132,47.55402,21.5865936,12.6827173,13.1218643,12.0632257,8.457541,9.118293,6.52998829,9.720282,0,22.0282516,22.86821,0.1036508,22.1591072
normal,156600,49.0724525,40.5210762,23.0426044,19.0214233,2.263468,2.46582341,0.9917231,3.593997,4.61126947,5.174376,62.4509468,6.88961935,-0.001493853,40.9590225,24.2877827,17.0203133,51.93509,31.081852,457.6729,765.4121,499.573669,86.0,75.0,331.813843,317.6041,70.32506,89.07345,98.3048859,119.977989,113.5955,80.2716751,32.5518837,69.0,69.0,60.7316742,61.2749329,59.0,61.2018738,61.0600777,61.0,62.4412041,62.4525223,62.0,79.0,83.0,85.0,83.0,85.0,85.0,86.0,88.0,86.0,89.0,62.5159149,106.64,68.0817642,1.16272056,1.550294,2.66573334,7.171636,78.89815,5.51833963,43.2372856,77.33433,37.42102,47.53829,21.6475773,12.6540089,12.8773956,12.0242023,8.362431,9.011085,6.482433,9.640891,0,21.6290379,22.4607162,0.10461963,21.7937813
normal,157200,49.31963,40.486248,23.1676559,19.1053715,2.2764082,2.47783041,0.9919616,3.60550833,4.59943342,5.2368784,62.5111351,6.887104,-0.001639567,40.9260178,24.4469128,17.08624,52.7322273,31.1541519,458.441833,767.0487,500.143372,86.0,75.0,332.787933,317.0976,70.33997,89.07378,98.206665,120.1685,113.912025,80.3159256,32.60221,69.0,69.0,61.1219368,61.6584358,60.0,61.68015,61.4845047,61.0,62.8555756,62.867424,62.0,79.0,83.0,85.0,83.0,85.0,85.0,86.0,88.0,86.0,89.0,63.0536575,107.280869,69.04337,1.16272056,1.550294,2.71204638,7.111812,78.05574,5.224135,43.1471443,77.80538,37.7489662,47.390728,21.6458073,12.7028952,12.9549913,12.024642,8.39114,8.972501,6.53044,9.61217,0,21.4591713,22.2726879,0.103854164,21.6315041
normal,157800,49.8347664,40.44081,23.4600983,19.3435249,2.30953383,2.51005435,0.9919161,3.64063072,4.577432,5.165192,62.45556,6.89049768,-0.00155495,40.86001,24.7280884,17.2599373,52.9060059,30.7913628,459.7043,770.5824,501.4691,87.0,75.0,334.328552,316.670715,70.3078461,89.43878,98.4198761,120.510986,113.766243,80.34558,32.61283,69.0,69.0,61.7212143,62.2792,60.0,62.2532578,62.1126,62.0,63.5469,63.54292,63.0,79.0,83.0,85.0,83.0,85.0,85.0,86.0,89.0,86.0,89.0,63.174778,107.587006,67.8476944,1.16272056,1.550294,2.69232678,6.97567844,74.2471542,5.38117552,43.48444,78.63698,38.2512627,47.6983681,21.51033,12.7316027,13.0312233,11.9959612,8.371401,8.962638,6.48198,9.727908,0,21.10226,21.887886,0.103830226,21.2568665
normal,158400,49.94874,40.48442,23.5189457,19.3956318,2.30514526,2.51462531,0.991129458,3.64883423,4.58900928,5.26394844,62.5559845,6.8864584,-0.001385024,40.85986,24.79436,17.30073,52.80787,30.520359,459.744263,770.631,501.035919,87.0,75.0,334.897339,316.744629,70.3176956,89.1636047,98.2465057,120.358551,113.965424,80.2565,32.6131821,69.0,69.0,62.01474,62.5963364,60.0,62.5799522,62.4050026,62.0,63.79303,63.81184,63.20177,79.0,83.0,85.0,83.0,85.0,85.0,86.0,89.0,86.0,89.0,63.09996,107.946266,67.57023,1.16272056,1.550294,2.71472979,7.138742,76.6324539,5.497255,43.31134,78.55206,37.75909,47.37066,21.5583477,12.6543608,13.2548428,12.0730009,8.410173,8.923965,6.404738,9.563548,0,20.8210316,21.6071224,0.106474414,21.0134144
normal,159000,50.23651,40.4558,23.7139969,19.544754,2.324522,2.536879,0.990838,3.67289686,4.553038,5.15752029,62.45339,6.88766146,-0.001318032,40.908783,25.0183678,17.4205379,52.5658875,30.5033932,461.3511,773.99,502.4792,87.0,75.0,335.778778,316.225952,70.30438,89.47218,98.43177,120.541733,114.634933,80.35002,32.60642,69.0,69.0,62.484375,63.072567,60.0,62.9700851,62.8221436,62.0,64.24619,64.30839,64.0,79.0,83.0,85.0,83.0,85.0,85.0,86.0,89.0,86.0,89.0,62.9223671,108.064278,67.943924,1.16272056,1.550294,2.73661733,7.157948,74.7335358,5.24470949,43.4372063,79.14218,37.9240227,47.758934,21.4618835,12.6445856,13.1575546,11.9663324,8.3523035,8.943165,6.394963,9.476078,0,20.56051,21.3251286,0.107606508,20.6824837
