role,offset_seconds,FIT-001AB_SOMA,FIT-304AB_SOMA,FIT_SOMAGAS,LIT-001A,LIT-001B,LIT-004,LIT-007A,LIT-007B,LIT-008,MIT-001,PDIT-009A,PDIT-009B,PDIT-012A,PDIT-012B,PDIT-054,PDIT-055,PDIT-056,PIT-037,PIT-038,TIT-010,TIT-034,TIT-035,TIT-036,TIT-040,TIT-041,TIT-042,TIT-043,TIT-044,TIT-045
test-0,6188400,969.358032,25724.9797395,271817.6177295,32.6176758,32.3661423,-2.4509232,0.08504639,50.4293022,29.9383335,0.290275574,1.26544952,20.9254,15.4681549,13.2232752,0.0,36.73329,37.8042221,7166.07764,7258.20166,29.8688965,244.02681,29.9099617,30.00337,228.319244,29.5935059,29.5096188,245.049316,30.2468128,30.0742683
test-0,6189000,1006.86713,25716.645519,272181.767019,32.63357,32.35238,-2.44897866,0.0859985352,50.57423,29.9735966,0.246810913,1.24826813,20.80845,15.5082092,13.2457781,0.0,36.867157,37.982338,7165.61328,7268.07666,29.9034119,243.3454,29.8801765,29.9677258,229.150192,29.60459,29.4761238,245.052689,30.25946,30.0134773
test-0,6189600,971.6788,25741.4261905,272316.0558005,31.85472,31.64272,-2.44262719,0.09113769,49.216713,30.10062,0.2507248,1.20261383,20.7853966,15.3218536,13.0615463,0.0,36.312542,37.5007,7162.004,7263.59033,29.87909,243.843765,29.9313965,30.0427246,229.650833,29.7557621,29.5021973,245.126328,30.2417355,30.0957031
test-0,6190200,961.7758,25683.553527,272155.12853700004,32.39597,32.0119324,-2.44728661,0.09442139,49.6808243,29.4218159,0.2855072,1.18915558,20.6633,15.3199863,13.1121416,0.0,36.15223,37.4520226,7162.878,7268.59863,29.9262848,243.2064,29.9069824,30.0330086,230.475632,29.643116,29.5248051,244.967728,30.26141,30.0509777
test-0,6190800,983.737366,25812.91784,270972.90200000006,32.1496468,31.7370186,-2.44838524,0.0743530244,49.972847,29.8298378,0.283706665,1.16612244,20.6880875,15.319519,13.0754881,0.0,36.13931,37.7068253,7164.192,7270.99951,29.8765259,243.951477,29.9686031,29.9974117,230.6542,29.61172,29.4805183,245.232132,30.33117,30.06958
test-0,6191400,970.2991,25782.684313,272381.905053,31.4751968,31.7526264,-2.4487865,0.08112793,49.7368546,30.72709,0.282325745,1.13734436,20.664917,15.2129364,13.1167612,0.0,36.0075836,37.1965942,7165.22363,7269.28467,29.8892517,244.091187,29.9643555,29.99707,231.2793,29.6530762,29.4931641,245.158447,30.26867,30.094141
test-0,6192000,984.7012,25783.543985,271749.631335,32.49526,32.07132,-2.45146918,0.0897460952,50.0528679,29.9650364,0.2826538,1.12532806,20.5106277,15.137578,12.9116669,0.0,35.9953766,37.24577,7162.362,7264.82764,29.94757,244.133835,29.9008789,29.9821777,231.405426,29.7105961,29.46626,245.296738,30.2248363,30.028223
test-0,6192600,967.081055,25804.910711,271600.263861,32.2514763,32.203186,-2.45159912,0.08616944,50.65299,29.808918,0.281570435,1.12392426,20.5015411,15.1148529,13.0083628,0.0,35.7386932,36.7183876,7163.977,7264.582,29.8471146,243.765,29.9378414,30.0194836,232.0297,29.6198254,29.47964,244.4875,30.2218189,30.059082
test-0,6193200,989.059,25824.4627312,272215.7869512,32.41088,32.1957741,-2.44834232,0.0909668,50.2727852,30.2478275,0.277946472,1.13954926,20.5384521,15.0962982,12.9867706,0.0,35.4384232,36.7522,7161.41748,7260.53467,29.84742,243.334229,29.9382324,30.0063477,232.470856,29.6544437,29.5231457,245.1464,30.2327881,30.01792
test-0,6193800,972.0592,25769.543519,272129.243059,32.9863739,32.608387,-2.44566059,0.08621826,50.58678,30.289957,0.282928467,1.11177826,20.6421432,15.0156364,13.0264454,0.0,35.36001,36.57659,7162.20752,7267.758,29.847847,243.517929,29.9448242,30.0207043,232.899277,29.490284,29.4584484,244.857285,30.1879044,30.0831547
test-0,6194400,969.4913,25842.131336,271958.434756,32.4253769,31.9983273,-2.44962478,0.08364258,50.5976524,30.8003349,0.2811432,1.10604858,20.6700211,15.1030474,13.0552187,0.0,35.7177773,36.8469658,7165.85254,7271.881,29.8020325,243.465927,29.91538,30.0194836,232.684677,29.6281261,29.49917,245.053223,30.2078552,30.0085449
test-0,6195000,971.407654,27962.138422,273373.939572,33.22908,32.6969948,-2.444823,0.08101807,50.37685,29.7199135,0.277732849,1.090477,20.6373138,15.1190338,13.052187,0.0,35.2451019,36.28362,7156.724,7259.47949,29.8759155,240.097488,29.9080563,30.0460453,233.006256,29.5821285,29.49292,75.92097,30.1310062,30.0555668
test-0,6195600,970.6232,30179.829391,275644.053691,32.49332,32.15269,-2.4481864,0.08572998,50.0419426,28.1352959,0.273864746,1.08417511,20.364151,14.9559307,12.9696712,0.0,35.31668,36.4299126,7145.20166,7248.03857,29.9295044,85.6954041,29.9540539,29.9645023,232.650253,29.679884,29.5589848,36.0103531,30.2229576,29.971632
test-0,6196200,974.068542,28738.07341,273633.85623,32.90577,32.6160278,-2.447155,0.08875732,50.49876,29.8302174,0.273788452,1.07637787,20.4723034,15.0015106,12.807929,0.0,35.25478,36.2422523,7171.058,7275.63135,30.01387,37.5518074,30.0305176,30.1338863,223.955338,29.771925,29.5944824,35.129982,30.3239784,30.0898438
test-0,6196800,953.0314,27439.366415,271831.05040500005,32.45827,31.6316547,-2.47342253,0.0921142548,49.7510948,29.8377533,0.2802124,1.061409,20.13182,14.9375458,12.736867,0.0,35.02296,36.0561829,7159.136,7261.916,29.9911652,35.5918465,30.1111813,30.2097664,131.2458,29.8272457,29.4633312,34.9309578,30.38417,30.2070313
test-0,6197400,945.9259,26851.143343000003,272020.328373,32.4729576,32.2850075,-2.45437217,0.09146728,50.18244,30.4283314,0.270782471,1.04593658,20.2635632,14.838994,12.7638912,0.0,34.51248,35.6814575,7172.887,7276.0083,29.567009,35.09263,29.9665527,30.10005,50.0157738,29.5591316,29.4363766,34.60493,30.2038574,30.15415
test-0,6198000,962.5081,26787.510549,271861.60854900006,32.39906,32.1118927,-2.44686437,0.08774414,49.8140144,29.6877251,0.2710724,1.03353882,20.3757782,14.9178314,12.9587917,0.0,35.96142,36.96989,7166.213,7270.853,29.5653076,34.55557,29.8188972,29.952589,42.9980049,29.376318,29.2935066,34.3294945,30.0274773,29.9958019
test-0,6198600,960.0708,26854.85863,273197.00958,32.5573769,32.0621719,-2.44284248,0.08104248,50.3522873,30.0635681,0.305274963,1.03161621,20.2651043,14.8528175,12.9499588,0.0,35.474575,36.58209,7160.927,7262.00635,29.5093,34.13335,29.6080074,29.75122,40.2027855,29.4228039,29.1941414,34.0093269,29.81701,29.8063965
test-0,6199200,941.957153,27156.167816,273084.178016,32.60834,32.5611076,-2.44725156,0.09031983,50.1665649,30.0517845,0.277687073,1.0157547,20.2093143,14.9056807,12.8461409,0.0,35.9087372,36.7878075,7166.83545,7271.70654,29.37915,33.7156258,29.4690914,29.6416512,39.1632347,29.0707531,29.0735836,33.71919,29.77648,29.5921383
test-0,6199800,974.0791,27007.836046,272701.861446,32.2082176,31.923975,-2.44574928,0.08895264,50.0513458,29.9445057,0.278800964,1.00521851,20.3452511,14.8772469,12.860733,0.0,35.55988,36.60272,7162.82764,7269.716,29.3436127,33.5582047,29.4332523,29.6014652,37.55788,28.9062023,29.1744137,33.6352539,29.6351566,29.7014656
test-0,6200400,950.8492,27170.306722,273228.873822,31.8813477,31.4957829,-2.451137,0.0959961,49.5939522,29.3844471,0.2776947,1.00247192,20.0793285,14.7822723,12.7928467,0.0,35.14944,36.28625,7152.055,7255.346,29.0812225,33.4522972,29.3794441,29.461134,44.68601,28.9968262,28.986866,36.940773,29.457695,29.5465832
test-0,6201000,941.7231,25848.309906,271485.687746,32.70348,32.14055,-2.441755,0.0831787139,50.50117,29.7511425,0.277206421,0.99671936,19.9475269,11.9835234,10.0632591,0.0,30.4282742,0.0,7167.24561,7262.56055,30.1089935,31.0505466,29.2888184,31.7604713,29.3058281,29.5981941,29.4690914,33.5598259,29.41979,74.26908
test-0,6201600,937.0664,26102.229846,270994.51135600003,32.2054176,32.32759,-2.44841647,0.08344726,50.332222,29.4056988,0.268264771,0.981536865,20.23259,12.11821,10.27211,0.0,29.76141,0.0,7169.92334,7262.83838,29.5913315,30.10127,29.5852051,65.23923,28.5469246,29.121973,29.5301266,30.9381351,29.5419559,108.533333
test-0,6202200,936.689,26229.65982429,272133.53782429,31.6502075,31.27245,-2.44588137,0.08137207,50.3229179,31.400116,0.2811432,0.9912491,19.7975922,11.7451706,9.9424715,0.0,28.6639481,0.0,7134.42725,7230.44,29.3735123,29.878027,29.4669437,100.994125,28.6443844,28.83882,36.14099,30.6618652,29.5414066,120.589638
test-0,6202800,893.502563,26757.8838172,277959.2654372,33.3350029,31.801363,11.3093929,0.0834960938,49.73321,29.7196846,0.274467468,0.977539063,18.51438,11.0686989,9.37244,0.0,26.9489365,0.0,7129.962,7215.50342,29.6932678,29.176466,29.2649422,117.258713,28.6395016,28.8660164,52.3145142,30.5240231,29.6209564,121.576714
test-0,6203400,888.937256,27207.909907,276196.817217,31.5489922,30.428196,28.6620045,0.0896240249,48.42543,29.9130688,0.286499023,0.972320557,17.6876965,10.9512215,9.091999,0.0,25.2761536,0.0,7147.94043,7230.82666,30.0122528,30.0134773,29.45996,119.915337,29.0539074,28.8884277,73.17085,30.7917976,29.8818073,120.708305
test-0,6204000,849.5365,27453.986311,238117.074471,31.9950466,30.3306923,26.2611732,0.09108887,48.36577,29.7380753,0.253128052,0.9630661,16.99402,10.3412647,8.519756,0.0,22.7083168,0.0,7131.41748,7202.811,29.9572372,29.9232922,29.730566,119.847412,29.203516,29.0960941,86.76295,30.7840824,29.937582,120.430176
test-0,6204600,790.6132,27555.859525,233483.039755,31.90047,30.89167,17.6786251,0.08862305,49.6411247,30.7932167,0.2511902,0.965911865,17.68107,10.4855137,8.745568,0.0,22.6298828,0.0,7173.75244,7249.70459,29.9146938,29.9781246,29.818409,119.701469,29.3022957,29.2194824,91.894,30.9335938,30.04084,119.937454
test-0,6205200,883.6503,27177.50789,260549.86579,32.3768463,30.9684143,0.8320733,0.09273682,49.2187576,30.3959618,0.247413635,0.9438553,17.05564,10.2548485,8.551768,0.0,22.0064163,0.0,7128.35059,7202.956,29.7000732,29.9098644,29.75415,119.35601,29.3431149,29.3032227,95.48262,30.7819824,30.00189,119.854492
test-0,6205800,875.9422,26850.37205,278959.49581,32.85981,32.1561852,-2.18011332,0.079870604,50.2128,30.6990242,0.256744385,0.937706,18.6878815,11.2739754,9.592483,0.0,25.7784271,0.0,7198.648,7288.13867,29.4697266,29.8200684,29.7339363,119.449028,29.2634277,29.41626,98.03301,30.7260265,30.032999,121.303078
test-0,6206400,939.824341,26586.091814,271930.995404,32.43376,32.559227,-2.256452,0.08725586,50.60877,30.4057312,0.247955322,0.955497742,19.8069363,11.7385225,9.974686,0.0,28.7495842,0.0,7193.608,7286.29736,29.7397766,29.94795,29.738575,120.507637,29.0226574,29.3213863,98.92031,30.4576168,29.8752213,128.901825
test-0,6207000,986.3324,26200.2580818,273298.9872918,32.1694031,32.7920074,-2.19404483,0.0844726563,50.5746727,29.8465271,0.276077271,0.9239273,21.1637974,12.8297472,10.8638973,2.74881029,33.18771,0.0,7211.756,7320.01172,29.6459656,29.7459965,29.5621586,127.0952,29.1873531,29.2203465,100.702248,30.3619137,29.8522644,138.13002
test-0,6207600,1014.27344,26005.432894,271607.641674,32.53408,32.2838821,-2.26659036,0.0859497041,50.5069237,29.820015,0.2589264,0.9194336,20.36905,12.346405,10.4914856,0.0,31.4157162,0.0,7124.10449,7228.65527,29.6355438,29.7515144,29.5705566,135.933426,29.3394527,29.2943859,102.375763,30.2416019,29.6709,147.299438
test-0,6208200,878.5608,26335.316521,272894.13433100004,32.148735,32.5700226,-2.44676328,0.08446045,50.5938225,29.56362,0.283470154,0.9003525,20.2658882,12.24321,10.5061989,0.0,30.53775,0.0,7169.51953,7268.16846,29.6887817,30.0318356,29.4647961,145.366714,29.2565918,29.3251953,106.007378,30.4191418,29.8397,156.603973
test-0,6208800,1008.10791,26286.1125886,273376.4947186,31.9375858,31.7203617,-2.44894767,0.08770752,48.54333,29.4802628,0.248687744,0.9004669,19.7236938,11.8836651,10.1042423,0.0,29.9440174,0.0,7131.53662,7230.535,29.6089172,29.6526375,29.4557629,154.431961,29.26797,29.4244137,111.921089,30.333643,29.8257217,164.171661
test-0,6209400,887.189453,26446.9787127,271911.6630027,32.8721924,32.6099625,-2.44658518,0.09934082,49.7588959,29.0922947,0.253341675,0.8993149,19.51654,11.7397661,10.073452,0.0,29.1087,0.0,7155.99463,7253.36475,29.3549118,29.671484,29.532032,162.730728,29.0550785,29.4921875,118.00779,29.9688473,29.5548553,175.251022
test-0,6210000,953.8552,26534.00919,270125.48703,32.5755272,32.03679,-2.447023,0.0873291045,50.132534,30.5562515,0.252471924,0.9002304,19.6687469,11.8971567,10.15155,0.0,29.9527283,0.0,7164.5835,7261.48975,29.1371841,29.4753914,29.4158688,173.489,28.8459473,28.6687012,128.5643,29.9689465,29.47462,183.565323
test-0,6210600,937.824951,26370.616127,271311.014137,32.6929,32.3405724,-2.44605,0.08549805,49.8349266,29.976923,0.2522354,0.901405334,19.6525173,12.9956121,11.1495218,0.0,30.51718,0.0,7160.422,7255.393,29.0980072,29.35127,29.08379,180.9598,28.7277832,28.72998,139.465988,29.715723,29.2641449,194.3825
test-0,6211200,929.106262,26305.6784562,269628.7722562,33.6498642,32.9006538,-2.44738913,0.09202881,50.0865746,29.3403339,0.249755859,0.900245667,19.7114887,14.34161,12.4594707,0.0,30.9074955,0.0,7161.29541,7262.954,29.09452,29.1834,29.2583,192.5798,28.7482433,28.7015133,152.312256,29.722559,29.2635784,204.264862
test-0,6211800,963.584045,26022.8594973,272733.8009673,32.88665,32.9111862,-2.29964781,0.09869385,50.47173,30.7994442,0.272880554,0.899337769,20.2284164,14.7094326,12.8356848,0.2958078,32.296875,0.0,7174.58154,7277.37158,29.1109848,29.1564465,29.0460453,201.851471,28.749073,28.7427254,162.52327,29.733839,29.26914,212.619263
test-0,6212400,895.095154,26161.2782984,272512.8156384,32.9623032,32.5788727,-2.44606233,0.0861206055,50.046257,30.2646446,0.2832718,0.9064102,19.6357269,13.9558487,12.1176414,0.0,30.8086472,0.0,7150.396,7253.76025,29.2004852,29.26499,28.9883785,211.028427,28.7034187,28.6437016,172.663971,29.5714359,29.2741852,224.247787
test-0,6213000,929.709656,26283.4961217,272833.66938170005,32.38939,32.20371,-2.44172025,0.08588867,49.79076,29.8259277,0.246772766,0.897727966,20.2608356,14.3309069,12.5578671,0.0,31.7911758,0.0,7192.25439,7291.058,29.2800446,29.2722168,29.206543,221.878723,28.9156246,28.9168453,182.486557,29.75913,29.4123249,232.4376
test-0,6213600,1009.08087,25360.062359,270857.744449,32.9055557,32.4388924,-2.44606233,0.08431397,50.2960472,28.6968174,0.251594543,0.909561157,20.0027332,14.7300777,12.8768549,0.4074343,32.9869728,0.0,7124.431,7233.609,29.3219872,29.3632336,29.418457,230.2999,29.1489754,29.0036621,191.648758,29.8032722,29.4395027,238.2672
test-0,6214200,972.192566,26366.7669309,239318.4663309,32.3373642,31.4744644,-2.45145154,0.08250733,49.3225441,30.1709766,0.245620728,0.9018936,18.257019,12.99646,11.3221588,0.0,28.0189152,0.0,7117.7417,7205.779,29.5683823,29.9313488,28.9731941,237.1547,28.873682,28.8415051,201.0336,29.8430672,29.470396,241.538574
test-0,6214800,930.110962,26745.921065600003,218126.5451956,32.5129356,30.30655,-2.32404447,0.08465576,48.21277,31.715065,0.249137878,0.885734558,15.0729332,10.26046,8.693844,0.0,18.8100452,0.0,6978.59668,7042.863,29.4271984,29.4970226,28.9551754,240.731888,28.4604988,28.3147469,208.92601,29.8880863,29.3712769,243.143372
test-0,6215400,801.580261,27313.37193027,233589.31629027,32.0915527,30.3706284,-2.44655061,0.0871582,48.57085,29.3143158,0.239120483,0.918716431,15.0559645,11.6822453,10.0182858,0.0,20.22132,0.0,7176.756,7245.991,29.4356785,30.5214844,29.766798,241.64,29.28755,29.5243664,218.472031,30.5663586,30.1701183,239.357224
test-0,6216000,817.0845,27687.1747791,191832.6349791,33.13959,31.0796413,-2.45448518,0.08831787,49.2879,30.181673,0.244766235,0.915939331,14.7359495,10.9455223,9.35411549,0.0,19.1544971,0.0,7154.55859,7218.68262,29.5824642,29.6143551,29.51709,239.111969,29.1517086,29.1998539,221.243073,29.641407,29.7766113,240.271973
test-0,6216600,854.260132,27392.45921,215000.91216,31.7915974,29.9836617,-2.44745755,0.08481445,48.19907,31.349123,0.2457962,0.907547,14.9315357,10.7936525,9.281738,0.0,18.3024635,0.0,7145.00049,7212.37451,29.8073044,29.771656,29.8489742,239.969833,29.4718761,29.4010258,223.836426,30.5107918,30.0301266,240.084152
test-0,6217200,823.431335,27419.4056026,247517.3253026,31.3650742,29.9575081,-2.4510324,0.0857910141,48.36228,29.8364716,0.2454071,0.910362244,14.9064789,10.8588219,9.286224,0.0,18.4480228,0.0,7157.903,7220.213,29.5939865,29.6957359,29.91626,239.129059,29.5937023,29.5984859,224.899368,29.8284187,30.1327152,240.100739
test-0,6217800,841.3699,27473.2595773,190731.0272373,32.60338,30.8142719,-2.44887,0.0837890655,49.086483,29.9192047,0.248161316,0.958015442,14.4963512,10.6889734,9.085105,0.0,17.9466,0.0,7143.502,7207.698,29.8441772,29.6830578,29.875,239.201218,29.5939941,29.5510254,225.803818,30.5311527,30.1083984,240.312637
test-0,6218400,912.046265,26385.2639531,275251.8585531,31.9584274,31.67073,-2.44705629,0.08459473,49.6504478,30.3823128,0.251228333,0.916770935,18.3237286,13.6177807,11.8626776,0.0,27.02292,0.0,7221.579,7314.789,29.55413,30.7245121,30.2376957,239.93779,29.79878,29.86499,226.7024,30.53633,30.2514648,240.616867
test-0,6219000,876.5758,26817.9820117,221542.9111617,32.77162,32.0140228,-2.451817,0.0753418,49.7934532,29.9584351,0.244850159,0.9277954,18.4213123,12.7060585,10.9843874,0.0,25.9664726,0.0,7202.518,7283.321,30.08406,29.85962,29.3106441,239.780518,29.7505379,29.71675,227.638092,29.8267574,29.3598633,243.141556
test-0,6219600,1026.57678,25815.0453259,272582.3593259,33.25998,33.1471062,-2.44857359,0.08684082,50.237896,30.6941662,0.249679565,0.955581665,19.97325,14.2172375,12.5106707,0.0,30.03773,0.0,7172.29834,7272.92139,30.29522,30.043787,30.2375488,242.275055,29.324707,30.0968266,227.552933,30.6838875,30.16665,243.697067
test-0,6220200,1015.61786,25521.84536728,273035.16985728,32.0741119,32.6000061,-2.442156,0.092004396,49.7740059,31.3204536,0.2170105,0.9497223,20.89507,14.4470739,12.66105,0.0,29.8605843,0.0,7129.099,7234.16943,30.1000671,29.4255371,30.0198727,241.9294,29.0955086,29.2873535,229.151917,30.0099125,29.7769051,245.100769
test-0,6220800,958.8462,25564.562161,271996.516961,31.5847778,32.0033646,-2.45164275,0.08481445,48.84649,29.374342,0.2145462,0.927780151,20.5714111,14.422884,12.6986113,0.0,30.419754,0.0,7130.522,7231.951,30.24556,30.27339,29.8374519,242.799362,29.9073734,30.3107433,230.380859,30.057373,29.87998,245.187363
test-0,6221400,990.973145,25965.9995655,272789.0908555,32.6539879,33.9808121,-2.45026517,0.0811645538,51.0843468,29.6398811,0.250099182,0.9164276,21.6579971,15.4689617,13.6812963,6.06358767,34.8195534,0.0,7307.483,7408.21826,30.4930115,30.7802258,30.00083,244.299332,29.9846687,30.1958,232.109619,30.3174324,30.1567879,243.651428
test-0,6222000,927.4779,25627.4817113,270387.68302129995,32.6787529,32.50629,-2.44906187,0.07929687,50.16704,29.6995888,0.249275208,0.940940857,20.56559,14.3976145,12.7401838,0.0,31.1693649,0.0,7148.16943,7249.75635,30.2521973,29.7900887,29.3279781,242.890869,29.6264172,30.18164,232.769592,30.25337,29.8605957,245.116943
test-0,6222600,940.2798,25344.421282,272545.272792,32.72059,32.838398,-2.44876528,0.08387451,50.250824,30.19837,0.246398926,0.9293976,20.9509048,14.9455414,13.1501541,0.3508034,32.18819,0.0,7155.358,7267.14,29.9970169,29.6202641,30.1307621,244.3884,29.9260254,29.7445812,233.800339,30.5682621,30.3516121,244.74556
test-0,6223200,927.178345,25622.36221,272329.37031,31.4179173,31.33502,-2.44332457,0.08618164,49.4751244,29.5977516,0.2481842,0.9470825,19.7976074,14.0856133,12.5241032,0.0,30.623188,0.0,7123.63232,7218.23242,29.967926,29.815382,30.0137215,243.628815,29.6965332,29.7452641,232.736328,30.3678226,30.160059,244.638229
test-0,6223800,927.5699,25821.2212149,272742.88071490003,32.0325775,32.2996941,-2.449428,0.08597412,50.38443,29.6053219,0.250999451,0.945137,20.3752518,14.6358643,12.9340668,3.03039479,32.4895,0.0,7191.5127,7296.99951,29.94059,30.66919,30.04751,244.4478,29.59292,30.1205082,234.730957,30.2011719,29.9831066,243.785233
test-0,6224400,969.564758,25653.2124773,271047.85993730003,32.7328644,32.74262,-2.449184,0.07792969,50.0816727,28.9075127,0.249313354,0.943557739,20.3966064,14.6601267,12.9220734,0.0,33.4304657,0.0,7158.85449,7266.01025,29.8268814,29.6963863,30.1461926,243.559433,29.64834,30.06594,234.511383,30.3817883,30.1369152,244.093231
test-0,6225000,932.1698,27460.4863195,272718.2118495,32.3691673,32.16261,-2.45235777,0.08049317,49.9107132,29.9417839,0.250740051,0.928581238,20.3879032,14.728631,13.025012,2.532669,34.13072,0.0,7154.409,7263.82275,29.8895264,30.3992672,29.882618,243.179932,29.7,30.0152836,234.912216,30.23589,30.1378174,103.319183
test-0,6225600,953.253052,30079.427564,275338.73515400005,31.945652,32.0641937,-2.44761443,0.0875,49.78094,29.97213,0.252632141,0.921936035,20.3883457,14.7814636,13.0427561,3.261383,34.82955,0.0,7151.739,7257.05127,29.9642563,30.46128,29.929493,123.345329,29.7623539,29.7224121,234.039108,30.1985836,30.0522957,38.5314026
test-0,6226200,947.0882,29148.9335333,273312.6244933,32.86606,32.5629768,-2.44845152,0.085351564,50.0577164,29.9620285,0.2511902,0.916564941,19.9954758,14.77415,13.0072489,2.86070251,34.34839,0.0,7147.45166,7252.421,30.0141144,29.7223148,30.082716,39.5305061,29.8647957,29.64121,229.215912,30.3140621,30.1102047,34.90762
test-0,6226800,958.313538,27786.780588,273174.780758,31.7188454,31.7535019,-2.44794583,0.08321533,49.2456474,30.1411171,0.215049744,0.9201126,19.8382721,14.47699,12.8049068,2.64211917,33.7928619,0.0,7157.247,7260.21338,29.8094788,30.0305672,30.0453129,36.040432,29.6665535,29.47173,142.135468,30.3056641,30.1494637,34.6524925
test-0,6227400,970.4018,26731.757873,272050.203633,32.5840225,32.23993,-2.44845152,0.09213867,49.8651543,30.608799,0.2536316,0.9055481,19.96986,14.7247515,12.9114838,4.917502,34.56327,0.0,7176.63574,7279.737,29.39897,29.8552246,29.9451656,35.17715,29.4611816,29.2033215,53.51167,30.2675781,29.99707,34.2940941
test-0,6228000,954.6889,26904.0549266,271761.1400466,32.782547,32.71399,-2.46010041,0.08496094,50.42424,29.319788,0.252456665,0.9267349,20.144722,14.8129225,12.9554749,4.57597351,34.8181,0.0,7162.488,7265.999,29.2445583,29.527441,29.86704,34.8742676,29.1751957,28.8994141,44.551075,29.9547863,29.42246,33.8563
test-0,6228600,958.505554,26919.919777,271874.858807,31.5511131,31.7288971,-2.44881773,0.0901123062,49.6549339,30.19701,0.246803284,0.9205322,20.0865784,14.7160769,12.9576492,4.34840775,34.8527222,0.0,7160.485,7266.837,29.12888,29.2906742,28.8668461,34.0181656,28.91211,28.773243,41.1552963,29.5771,29.42549,33.51704
test-0,6229200,975.976868,27001.7525965,272681.4161865,32.202282,32.14528,-2.44459748,0.0827758759,49.9538841,30.0858269,0.243453979,0.9218979,20.1816311,14.8210888,12.98558,5.054129,35.2475777,0.0,7162.28662,7267.96338,29.0398083,29.1456547,29.1644535,33.9119644,28.8124523,28.685791,39.4704666,29.4013672,29.2526855,33.3785667
test-0,6229800,951.01,26975.46317,273307.66321,32.2271957,31.9002934,-2.44995117,0.07506104,50.3199577,30.305172,0.2507782,0.9268875,20.1641312,14.70932,12.9530182,4.813336,34.95249,0.0,7160.97266,7267.61426,28.9922161,28.9713879,29.0258312,33.53213,28.7568855,28.5892086,38.446682,29.2488766,29.1297855,33.1715355
test-0,6230400,954.115051,25303.982515,270007.139535,33.16867,32.4100647,-2.447475,0.0869751,49.49342,29.6085186,0.2514267,0.9288025,20.20316,12.0758648,10.3857117,0.0,0.0,31.3003159,7172.539,7265.08154,29.5166855,28.9380856,28.93462,33.30137,28.67246,29.8760262,29.5297527,29.1935062,65.3381653,33.9732437
test-0,6231000,953.190552,26099.0936,271445.91906,31.811121,32.1783638,-2.44955015,0.0831787139,50.2304955,30.18528,0.2472763,0.946235657,20.5377884,12.2270355,10.5446081,3.13978434,0.0,32.1815567,7182.14551,7281.58838,29.518959,29.4069347,48.4502144,30.312109,29.3124523,29.0718269,29.294796,29.2859383,96.813736,31.3637218
test-0,6231600,964.544556,26386.1296338,271654.0692338,32.4461746,32.53385,-2.44792843,0.08151855,50.131752,30.352457,0.248916626,0.940345764,20.643322,12.284256,10.6410522,3.537034,0.0,32.5093765,7167.03125,7264.81445,29.3953552,29.3123531,63.55203,30.1736336,29.05337,30.9693356,29.1394825,29.6437016,119.35923,30.8540039
test-0,6232200,958.4522,26271.38052431,272060.61425431,32.11667,32.2729759,4.007743,0.08283691,50.63006,30.2886963,0.246803284,0.9381485,20.6427212,13.1420364,11.354332,2.78641343,0.0,32.7686577,7165.511,7266.88525,30.00372,29.3967285,98.27596,30.0096188,29.0515137,44.8835144,29.3886623,29.5844727,121.21167,30.58965
test-0,6232800,969.0213,26490.276136,271464.190346,32.22239,31.5204258,26.6810036,0.08557129,49.44649,30.629221,0.246437073,0.9272995,20.3680267,12.5717316,10.8283386,2.22658563,0.0,32.8431664,7161.97168,7264.00342,30.38461,30.215723,119.505814,30.0707035,29.523634,63.78777,30.2446289,30.1113777,121.263969,30.6653328
test-0,6233400,949.411865,26706.0511148,273132.33801480004,31.8921375,31.1828365,33.9753036,0.0913208,49.4809074,27.75744,0.249206543,0.9138489,20.2379475,12.3412037,10.611269,0.0,0.0,31.9136753,7160.249,7255.53857,30.4713058,30.0838871,120.391556,30.6451664,29.97417,78.56802,30.2284679,30.3169918,120.374413,31.0644054
test-0,6234000,949.5655,26830.8513365,272801.1442265,32.23753,32.1123161,37.0817642,0.08387451,49.9146,28.5825462,0.247894287,0.9308014,20.23768,12.3674774,10.6309052,0.0,0.0,31.3616142,7161.334,7260.388,30.49852,30.2813,120.105957,30.7578621,30.2126961,87.96612,30.233839,30.5172863,120.496483,31.22798
test-0,6234600,953.8238,26724.3604473,272862.0559473,32.72665,32.29008,38.39277,0.0819213837,50.7894135,29.8115616,0.250396729,0.9257431,20.3797,12.3596191,10.653429,0.0,0.0,31.38472,7164.868,7260.12,30.48935,30.3611813,119.65332,30.809082,30.11714,94.07733,30.2126465,30.4760742,120.122658,31.4198742
test-0,6235200,941.096252,26629.0137,272459.31889999995,32.8076,32.1967735,55.5422058,0.104101561,50.4606323,30.641407,0.255203247,0.9211731,20.242712,12.2790651,10.5833817,0.0,0.0,31.3895817,7163.25146,7258.33057,30.4013672,30.48462,119.425926,30.9610844,30.11714,96.78188,30.04839,30.498,119.953323,31.4208012
test-0,6235800,972.760132,26681.02223,273082.36172999995,32.21234,31.9135437,16.0888882,0.08497314,49.631546,30.81476,0.247627258,0.9413376,20.24913,12.312149,10.5459595,0.0,0.0,31.46965,7161.886,7251.679,30.14904,30.394043,119.414406,31.0098629,30.01714,99.374855,29.8903332,30.3243656,126.5705,31.264698
