role,offset_seconds,FIT-001AB_SOMA,FIT-304AB_SOMA,FIT_SOMAGAS,LIT-001A,LIT-001B,LIT-004,LIT-007A,LIT-007B,LIT-008,MIT-001,PDIT-009A,PDIT-009B,PDIT-012A,PDIT-012B,PDIT-054,PDIT-055,PDIT-056,PIT-037,PIT-038,TIT-010,TIT-034,TIT-035,TIT-036,TIT-040,TIT-041,TIT-042,TIT-043,TIT-044,TIT-045
normal,14492100,958.0229,27961.7734,6567741.887,43.4248,32.4712524,-1.64394653,19.6793079,52.07338,32.4621735,0.178459167,0.146949768,19.96779,60.4838142,59.5497131,18.8921967,28.0501919,0.0,7387.24951,7559.357,31.04058,30.9238281,31.0134277,119.984329,30.7219734,30.6587887,98.01133,31.0289555,31.2361813,120.642822
normal,14492400,966.1279,27957.332,6519574.977,43.49514,32.47857,-0.955804467,19.6793079,51.6498375,31.5996819,0.178459167,0.158035278,20.0352,60.5888062,59.569973,19.2026978,28.18287,0.0,7389.75635,7558.749,31.04058,30.9238281,30.9723148,119.607964,30.7219734,30.6587887,98.92915,31.0289555,31.2361813,120.642822
normal,14492700,970.078064,27964.51,6593026.203,43.422184,32.61377,-1.46483541,19.7431278,52.64049,32.9845428,0.182380676,0.158035278,19.8807983,60.79048,59.8010368,19.2254181,28.415844,0.0,7387.62549,7559.42627,30.9447784,31.0365238,30.9723148,119.607964,30.608057,30.3978024,99.83716,30.8344727,31.1531734,120.786186
normal,14493000,957.448669,27769.4473,6550008.303,43.43132,32.6701469,-1.47246575,19.7431278,51.99515,31.93562,0.182380676,0.183883667,20.0052643,60.87648,60.0116768,19.4279785,28.8092976,0.0,7385.753,7558.776,30.9447784,31.0365238,30.8710938,119.610939,30.608057,30.3978024,99.83716,30.8344727,31.1531734,120.86734
normal,14493300,967.1444,27692.3828,6594913.382,43.55964,32.33769,-0.7219047,19.7336674,51.9034538,31.51962,0.187210083,0.183883667,20.014534,61.0478554,59.9722748,19.2876377,29.1114349,0.0,7387.797,7560.94727,30.8536377,30.73877,30.8710938,119.610939,30.5254879,30.4644051,100.647514,30.8269539,31.09795,125.956268
normal,14493600,942.9657,27814.45,6567409.989,42.608223,31.7962322,-1.10056436,19.7336674,51.2741127,31.8360672,0.187210083,0.2038269,19.7127533,60.5567169,59.6736145,19.0959759,28.90229,0.0,7382.45068,7555.30225,30.8536377,30.73877,30.7801762,120.154388,30.5254879,30.4644051,100.647514,30.8269539,31.09795,132.673355
normal,14493900,950.2373,27762.6582,6528033.923,43.74874,32.4167976,-0.6959577,19.7078724,52.21317,32.1396179,0.186553955,0.2038269,19.6768417,60.31595,59.49533,19.0905914,28.9088249,0.0,7384.285,7555.37744,30.7799988,30.6021,30.7801762,124.475807,30.4094238,30.35171,101.514458,30.74507,30.9300785,140.2177
normal,14494200,966.8675,27666.8828,6543349.803,43.38527,32.071743,-1.92914379,19.7078724,51.90434,32.2904129,0.186553955,0.2041626,19.57472,60.177742,59.3790741,19.22905,29.1895237,0.0,7385.637,7554.68555,30.7799988,30.6021,30.6152344,130.487289,30.4094238,30.35171,101.514458,30.74507,30.9300785,149.388489
normal,14494500,960.8962,27684.8672,6544262.22,43.2873077,32.03134,-1.053222,19.7885971,52.1416054,31.8472977,0.2181015,0.2041626,19.4119968,60.3792267,59.47483,19.026886,29.1746578,0.0,7387.478,7557.196,30.7277679,30.5799313,30.6152344,138.073608,30.4049816,30.3417,101.892433,30.6498051,30.8522472,158.583023
normal,14494800,955.7686,27577.0176,6509352.642,43.8866653,32.1027527,-1.01672626,19.7885971,51.54022,30.4876518,0.2181015,0.222251892,19.5118675,60.3143959,59.3537521,18.8786621,29.0250244,0.0,7385.075,7555.318,30.7277679,30.5799313,30.58965,146.44249,30.4049816,30.3417,103.50293,30.6498051,30.8522472,166.865448
normal,14495100,966.649231,27449.81,6572890.708,43.3513031,32.1549263,-1.04100585,19.7542229,51.9856262,32.42324,0.181510925,0.222251892,19.508276,60.1972046,59.2632179,18.3572159,28.9162827,0.0,7385.63965,7554.61,30.68319,30.5373058,30.58965,155.58609,30.09004,30.27793,106.118835,30.60874,30.75088,177.647049
normal,14495400,982.0543,27332.4063,6531143.774,43.40113,32.0826874,-1.38202167,19.7542229,51.3521271,31.35528,0.181510925,0.233177185,19.35561,60.15537,59.1954079,18.57073,29.0760975,0.0,7384.758,7552.175,30.68319,30.5373058,30.5057125,164.578125,30.09004,30.27793,110.267082,30.60874,30.75088,186.803314
normal,14495700,971.565247,27167.5234,6583370.233,42.80813,32.15302,-1.097738,19.7765617,52.0355072,31.9943218,0.178153992,0.233177185,19.1846638,60.2289124,59.29796,18.2823677,29.18657,0.0,7384.759,7552.02246,30.6910019,30.59873,30.5057125,173.660828,30.4354,30.2917976,115.531937,30.5397472,30.7515621,196.915237
normal,14496000,954.509155,27122.9844,6527280.085,43.14458,32.3845253,-0.99169,19.7765617,52.01816,32.625946,0.178153992,0.233810425,19.2122726,60.4210548,59.39153,18.08258,29.3100853,0.0,7385.802,7551.941,30.6910019,30.59873,30.51538,183.103958,30.4354,30.2917976,119.7208,30.5397472,30.7515621,206.001968
normal,14496300,960.494568,27021.6074,6546032.917,43.52181,32.23171,-0.7885786,19.7377186,52.00433,31.8600731,0.181411743,0.233810425,19.1167736,60.70478,59.693634,17.8400269,29.1854725,0.0,7386.659,7553.27734,30.6727371,30.5157223,30.51538,192.94899,30.3417969,30.2741222,125.704086,30.5594234,30.7703133,215.548019
normal,14496600,976.135864,26902.99,6549802.369,44.0021,32.12503,-2.01314235,19.7377186,51.95267,32.0147476,0.181411743,0.2346878,19.2356319,60.32083,59.5002365,17.9370956,28.8977623,0.0,7383.989,7549.21533,30.6727371,30.5157223,30.4888668,202.9584,30.3417969,30.2741222,129.921326,30.5594234,30.7703133,223.225952
normal,14496900,953.3291,26775.8477,6518494.598,42.98317,31.9564476,-0.4236292,19.7161,52.19174,32.5091476,0.183609009,0.2346878,19.2084656,60.2116623,59.53581,18.3461761,28.9780655,0.0,7386.313,7552.217,30.8732452,30.54746,30.4888668,211.94429,30.40962,30.3452148,134.839676,30.6374035,30.79839,228.979736
normal,14497200,971.050659,26782.4785,6579207.951,42.1681,31.7998,10.7646379,19.7161,51.5590057,31.7961636,0.183609009,0.26675415,19.15084,60.4621773,59.541954,18.1216278,28.8249874,0.0,7386.378,7550.98975,30.8732452,30.54746,30.5628414,220.296112,30.40962,30.3452148,139.585815,30.6374035,30.79839,231.333649
normal,14497500,954.5555,26810.4063,6574257.725,42.36359,31.87533,23.6101074,19.6128159,51.5202026,32.5266228,0.216270447,0.26675415,19.1118927,60.2971573,59.5084724,17.8990021,28.9698772,0.0,7386.84668,7550.503,30.81913,30.61792,30.5628414,226.170059,30.4128914,30.403223,143.740341,30.6930676,30.8318367,232.200592
normal,14497800,964.909546,26782.8027,6499780.336,42.3579559,32.2201958,39.1138763,19.6128159,51.9091034,31.9820633,0.216270447,0.274971,19.1301746,60.76728,59.7598839,17.9608612,29.4418488,0.0,7387.35449,7552.343,30.81913,30.61792,30.6146488,228.6733,30.4128914,30.403223,148.309525,30.6930676,30.8318367,232.200592
normal,14498100,936.733765,26799.94,6518959.886,43.5104561,32.1684036,51.1599579,19.536644,51.836647,32.0588951,0.212409973,0.274971,19.12866,61.27913,60.137928,17.9412632,29.54126,0.0,7387.469,7551.44336,30.9680481,30.7546387,30.6146488,230.313141,30.5768566,30.6271973,161.518784,30.736084,30.9339848,232.799118
normal,14498400,949.654358,26799.5918,6572471.315,43.46887,32.1351852,52.4847755,19.536644,51.5780258,32.9024849,0.212409973,0.308692932,19.0680923,61.0843544,60.1019669,17.4320679,29.2379551,0.0,7386.357,7551.44336,30.9680481,30.7546387,30.505518,230.313141,30.5768566,30.6271973,172.945053,30.736084,30.9339848,232.799118
normal,14498700,973.9052,26905.1934,6580341.346,43.0785561,32.0831871,45.5399,19.6001339,51.8426628,32.0875053,0.215072632,0.308692932,18.9167633,60.87947,59.85436,16.9692841,29.0785923,0.0,7385.05029,7548.335,31.1292114,30.9289074,30.505518,231.140381,30.735548,30.7224617,182.605,30.9021969,31.0779781,232.712646
normal,14499000,978.3612,26975.9141,6551117.832,42.8210831,31.72603,31.1502285,19.6001339,52.1430168,32.7318153,0.215072632,0.294937134,18.9368267,60.6081276,59.64154,16.79631,28.6664715,0.0,7383.425,7547.99951,31.1292114,30.9289074,30.9551754,231.148315,30.735548,30.7224617,190.679871,30.9021969,31.0779781,232.712646
normal,14499300,967.6261,27011.2441,6556181.534,42.76664,31.3295555,11.4265718,19.60227,51.48533,32.12729,0.213500977,0.294937134,18.93209,60.41785,59.5910263,16.5245686,28.3175049,0.0,7383.908,7546.908,31.2045288,31.0228519,30.9551754,231.221786,30.8002453,30.89751,195.647141,30.9828129,31.1741219,232.598343
normal,14499600,950.134033,27018.875,6516620.936,42.82908,31.18113,-2.09965372,19.60227,52.2046967,31.8973351,0.213500977,0.2590866,18.91475,60.263607,59.3877029,16.7381287,28.3896389,0.0,7383.26465,7545.878,31.2045288,31.0228519,31.1328125,231.221786,30.8002453,30.89751,198.989929,30.9828129,31.1741219,232.598343
normal,14499900,948.7899,27048.7246,6528551.753,43.3608665,32.0721245,-1.2071687,19.6105461,51.9135246,32.56811,0.216423035,0.2590866,18.9111786,60.4814529,59.6316223,16.8763123,28.3710232,0.0,7385.4707,7547.326,31.29792,31.0875,31.1328125,231.318649,30.8943844,30.921875,202.527191,31.0850582,31.239893,232.545853
normal,14500200,962.546265,27082.9336,6549356.327,42.3640175,31.5499611,-1.36684453,19.6105461,51.66351,32.0297775,0.216423035,0.252761841,18.9369164,60.74349,59.67164,16.6418,28.3796043,0.0,7386.09131,7549.138,31.29792,31.0875,31.1094246,231.318649,30.8943844,30.921875,205.0096,31.0850582,31.239893,232.545853
normal,14500500,974.8737,27140.7461,6565404.561,42.6748772,31.3358955,-1.26190019,19.61637,51.4401321,32.3580132,0.216171265,0.252761841,18.9074173,60.5252075,59.5765533,16.3557987,28.1806,0.0,7385.52246,7548.294,31.322731,31.15039,31.1094246,231.341171,30.96626,30.95083,206.658173,31.23091,31.35127,232.208542
normal,14500800,984.0245,27170.752,6538473.655,42.92789,31.7784138,-1.27890384,19.61637,51.3415146,31.18307,0.216171265,0.2505951,18.8999939,60.6844025,59.6789856,16.7818069,28.36376,0.0,7384.972,7548.31445,31.322731,31.15039,31.1094246,231.341171,30.96626,30.95083,208.2912,31.23091,31.35127,232.208542
normal,14501100,953.277954,27131.4746,6542739.785,43.26066,31.7126675,-0.6700748,19.6285648,50.469883,32.48317,0.218193054,0.2505951,18.8466339,60.82372,59.8202744,16.6930981,28.7464561,0.0,7385.379,7548.45264,31.339592,31.23003,31.1094246,231.15654,30.9880371,30.9666023,209.89624,31.3067379,31.41333,232.101028
normal,14501400,935.404541,27168.7754,6569566.066,42.30502,31.3945045,-2.25251341,19.6285648,50.93757,32.54073,0.218193054,0.260910034,18.9377441,61.1453438,60.1169243,16.2866478,28.7530651,0.0,7386.165,7550.12061,31.339592,31.23003,31.18042,231.15654,30.9880371,30.9666023,211.69986,31.3067379,31.41333,232.101028
normal,14501700,954.282349,27181.5762,6560578.305,42.8044624,31.508194,-1.77891493,19.54696,52.0378532,31.87435,0.184318542,0.260910034,18.9237366,61.2833824,60.1549835,15.9736176,28.6139755,0.0,7385.85059,7546.54346,31.3341141,31.2232914,31.18042,231.048737,31.0097179,30.92544,211.791077,31.263916,31.4361324,232.146973
normal,14502000,959.795,27175.8359,6559359.033,42.56982,31.59347,-2.333768,19.54696,50.54697,32.3057632,0.184318542,0.275917053,18.8259945,61.23912,60.0723572,15.5467834,28.7745247,0.0,7383.676,7563.23535,31.3341141,31.2232914,31.16963,231.048737,31.0097179,30.92544,213.604843,31.263916,31.4361324,232.146973
normal,14502300,978.3862,27208.0566,6592044.142,42.0758667,31.1349583,-1.95293188,19.5332031,50.1692924,31.473856,0.185523987,0.275917053,18.843586,61.1276245,60.0061569,15.324894,28.626852,0.0,7384.433,7546.76758,31.3134155,31.1661129,31.16963,231.063278,30.9354,30.9472656,213.7016,31.2974129,31.425684,232.149124
normal,14502600,975.402649,27243.9824,6535483.517,43.5475235,32.0820122,-1.86403024,19.5332031,52.0935,32.05654,0.185523987,0.300231934,18.99121,61.4188271,60.31721,15.1210079,28.9027023,0.0,7386.351,7549.728,31.3134155,31.1661129,31.1659184,231.063278,30.9354,30.9472656,214.590576,31.2974129,31.425684,232.149124
normal,14502900,966.8966,27229.9121,6544918.701,42.91311,31.774498,-1.79357362,19.5919437,51.3310432,31.8933716,0.189033508,0.300231934,18.9511566,61.4844933,60.2537231,14.8323975,29.0496979,0.0,7386.13135,7548.736,31.2966537,31.2439461,31.1659184,231.164658,30.9595222,30.890089,215.414108,31.2466316,31.40132,231.934372
normal,14503200,942.89,27313.6172,6561511.151,42.4324646,31.4714737,-1.812237,19.5919437,51.1261139,31.6224937,0.189033508,0.310585022,18.8210678,61.48784,60.3188171,14.8317871,29.0969124,0.0,7386.35449,7549.35352,31.2966537,31.2439461,31.0884285,231.164658,30.9595222,30.890089,216.232712,31.2466316,31.40132,231.934372
normal,14503500,957.1822,27285.9688,6595035.797,43.1713181,31.6916771,-1.37174523,19.5747681,51.25549,32.03953,0.18548584,0.310585022,18.8351974,61.4041252,60.1867561,14.7861633,29.277298,0.0,7385.25244,7547.97363,31.269577,31.1801758,31.0884285,230.952438,30.9319344,30.8146,216.232712,31.2813473,31.53003,231.675156
normal,14503800,965.782166,27315.2676,6585788.339,42.3201981,31.4670467,-1.88912833,19.5747681,51.4137573,32.2014465,0.18548584,0.313346863,18.8474731,61.46756,60.2637672,14.7596588,29.1422462,0.0,7385.817,7549.80127,31.269577,31.1801758,31.1209,230.952438,30.9319344,30.8146,217.067871,31.2813473,31.53003,231.675156
normal,14504100,967.833435,27265.9121,6552347.954,42.7493629,31.6387329,-1.47023177,19.5205078,51.51126,31.6873684,0.178718567,0.313346863,18.9342747,61.7257423,60.6098022,14.9206514,29.2342834,0.0,7386.38,7549.8833,31.27855,31.1852551,31.1209,230.959579,30.9003429,30.9152832,217.067871,31.21089,31.32339,231.809036
normal,14504400,954.437134,27257.168,6557275.657,42.49145,31.3749065,-1.62560952,19.5205078,52.1091652,32.2534752,0.178718567,0.294494629,18.9398746,61.5911369,60.45674,14.3840942,29.0971355,0.0,7385.926,7548.37451,31.27855,31.1852551,30.8141117,230.959579,30.9003429,30.9152832,217.976913,31.21089,31.32339,231.730057
normal,14504700,975.0802,27325.37,6547488.843,43.7514763,32.0087471,-1.89574337,19.5344486,51.42655,31.5755482,0.184303284,0.294494629,18.7574,61.7225838,60.5578728,14.3069963,29.23217,0.0,7384.8877,7546.68066,31.4103012,31.15215,30.8141117,230.871384,31.0021973,31.086134,218.065369,31.2140636,31.203516,231.824615
normal,14505000,957.842346,27392.3848,6556169.719,42.75615,31.6604633,-1.9867624,19.5344486,51.1389771,31.9882412,0.184303284,0.2865448,18.760067,61.53202,60.33275,13.6114359,28.6262264,0.0,7386.02441,7541.22363,31.4103012,31.15215,31.0548344,230.871384,31.0021973,31.086134,218.879837,31.2140636,31.203516,231.824615
normal,14505300,962.9542,27301.0879,6549168.362,43.4292068,31.8274384,-2.19377518,19.5186157,51.5316238,32.8748436,0.186973572,0.2865448,18.82453,61.29973,60.2844658,13.1907511,28.5564461,0.0,7385.54736,7546.175,31.4361725,31.1649418,31.0548344,230.696686,31.0397949,31.0128422,218.905762,31.24297,31.3131351,231.612015
normal,14505600,961.521,27283.79,6531187.004,42.15322,31.2168083,-2.003711,19.5186157,51.0935326,31.182991,0.186973572,0.268798828,18.7912979,61.28827,60.1833344,13.6963043,28.6435413,0.0,7386.14844,7548.84033,31.4361725,31.1649418,31.293457,230.696686,31.0397949,31.0128422,219.224365,31.24297,31.3131351,231.612015
normal,14505900,954.262268,27120.5313,6513314.968,43.4150124,31.7237473,-1.68763638,19.6377926,51.9298248,30.6463718,0.181930542,0.268798828,18.7962437,61.65304,60.5866928,13.9680223,29.2314682,0.0,7388.739,7551.59033,31.5254364,31.8161144,31.293457,231.0749,31.1186047,31.0765133,219.968216,31.3925781,31.539259,232.121536
normal,14506200,964.9602,27033.8945,6532327.871,42.9067955,31.3337917,-2.19373465,19.6377926,51.00578,32.39843,0.181930542,0.278770447,18.78801,61.8221855,60.72015,14.0019855,29.3437653,0.0,7388.0415,7549.725,31.5254364,30.9959965,31.2939453,231.0749,31.1186047,31.0765133,219.9733,31.3925781,31.539259,232.121536
normal,14506500,951.3582,26779.24,6515039.215,43.2507629,31.7039242,-2.3637445,19.5862675,51.4749374,30.5262947,0.183929443,0.278770447,18.7986374,61.80931,60.7328033,14.2446671,29.4876022,0.0,7386.33936,7549.79443,31.5273285,31.8001461,31.2939453,231.213135,31.2363281,31.1776371,220.019974,31.4848156,31.551466,232.841751
normal,14506800,965.7797,26391.3945,6544657.333,42.628624,31.2833786,-2.34952617,19.5862675,50.7208176,31.5177288,0.183929443,0.276313782,18.7833176,61.9649277,60.765976,14.01236,29.48221,0.0,7386.35156,7550.032,31.5273285,31.8001461,31.34878,231.213135,31.2363281,31.1776371,220.064392,31.4848156,31.551466,234.383987
normal,14507100,955.396851,26726.1582,6511932.604,42.50628,31.4011631,-1.93141758,19.5291023,51.3278,32.1869,0.1789856,0.276313782,18.62163,61.8832779,60.75125,13.5103,29.0198517,0.0,7381.89551,7545.156,31.4820786,31.4048824,31.34878,231.832764,31.2162113,31.10874,220.472946,31.6085949,31.7336922,156.76976
normal,14507400,961.1169,26079.2344,6550490.458,42.62959,31.4753132,-2.41206336,19.5291023,51.8321648,32.28294,0.1789856,0.274467468,18.5686111,61.3265839,60.21206,12.8292847,28.6859875,0.0,7379.56738,7540.50049,31.4820786,31.4048824,31.34502,231.429886,31.2162113,31.10874,220.494583,31.6085949,31.7336922,83.62173
normal,14507700,967.852844,25627.8047,6500514.933,42.5726929,30.945879,-2.33272886,19.5115986,51.11653,31.5333233,0.18119812,0.274467468,18.25708,60.931076,59.90225,12.3395462,28.106144,0.0,7377.89551,7538.10352,31.5389557,31.4623051,31.34502,183.624176,31.2151852,31.2283211,220.694489,31.52246,31.6330566,52.93617
normal,14508000,969.3058,25336.8262,6454245.647,42.498558,31.366909,-2.33272886,19.5115986,51.1096458,32.3933525,0.18119812,0.2755127,18.1415234,60.68819,59.50902,11.9238491,27.8624115,0.0,7376.82031,7534.94141,31.5389557,31.4623051,31.3689938,103.626709,31.2151852,31.2283211,220.672592,31.52246,31.6330566,38.117527
normal,14508300,965.3883,25097.8457,6453636.067,43.1255035,31.1794186,-2.43096042,19.48833,50.62509,32.0389748,0.179260254,0.2755127,18.2798939,60.6506,59.4790077,11.7643137,28.0251484,0.0,7378.468,7536.448,31.4613419,31.4282227,31.3689938,57.71078,31.08081,31.1036625,220.471436,31.5013676,31.59458,36.4638672
normal,14508600,970.4132,24958.31,6453698.979,42.60364,31.15853,-2.43096042,19.48833,51.40511,32.1879921,0.179260254,0.279350281,18.2187748,60.7778,59.6902428,9.85376,30.21887,0.0,7379.532,7532.284,31.4613419,31.4282227,31.3291988,40.50664,31.08081,31.1036625,218.768417,31.5013676,31.59458,36.38384
normal,14508900,970.5222,25103.3125,6441375.106,43.4659462,31.6523323,-2.4548862,19.5069828,51.5755844,32.1651039,0.217880249,0.279350281,18.0796661,60.96946,59.790802,9.449783,30.2655487,0.0,7375.157,7531.625,31.282074,31.3418941,31.3291988,38.5410042,30.9859867,30.8560543,202.347443,31.4625,31.5319347,35.64585
normal,14509200,962.3101,25227.418,6414800.344,42.721138,31.2637253,-2.4548862,19.5069828,51.0232048,31.7551746,0.217880249,0.296813965,18.072876,60.6304779,59.6526146,9.404556,29.9450188,0.0,7376.77832,7532.103,31.01706,31.3418941,31.21211,36.9430656,30.9859867,30.8560543,163.9661,31.4625,31.5319347,35.6312675
normal,14509500,960.0769,25133.293,6429742.049,42.555954,31.1468868,-2.44212127,19.47544,51.59959,32.6091957,0.1845398,0.296813965,17.9837189,60.29966,59.318737,9.407402,29.3645153,0.0,7382.69043,7540.177,31.01706,31.3174324,31.21211,36.9430656,30.686182,30.6839352,110.178452,31.313673,31.4981937,35.49702
normal,14509800,962.7322,24908.6113,6417848.084,43.04473,31.4663868,-2.44212127,19.47544,51.4837761,32.61317,0.1845398,0.305709839,18.1684418,61.213913,59.85041,12.0158052,27.9651432,0.0,7397.305,7556.659,30.9048386,31.3174324,31.0443859,36.1302757,30.686182,30.6839352,65.79424,31.313673,31.4981937,35.4635544
normal,14510100,956.247742,24807.89,6463185.432,43.5601044,31.9296436,-2.440447,19.55139,50.7253227,32.2456741,0.18422699,0.305709839,18.2736588,61.54564,60.3696175,12.32361,28.33888,0.0,7396.31445,7556.207,30.63733,30.95967,31.0443859,36.1302757,30.4345226,30.3778324,50.73164,31.07129,31.1651363,35.1541023
normal,14510400,956.952759,24869.377,6475408.108,43.60881,31.8171329,-2.440447,19.55139,51.81453,31.7323,0.18422699,0.326713562,18.4196548,61.5596581,60.41693,12.6636505,28.729187,0.0,7387.54834,7546.44629,30.63733,30.95967,30.7298336,35.6755371,30.4345226,30.3778324,45.82334,31.07129,31.1651363,35.1235428
normal,14510700,970.9226,24954.5625,6434628.344,42.8430176,31.76441,-2.444266,19.5311756,51.6671181,32.26788,0.182884216,0.326713562,18.428093,61.71112,60.4173622,12.7918053,28.8303165,0.0,7385.10645,7545.841,30.527,30.5441418,30.7298336,35.594944,30.31372,30.1647472,44.0424767,30.738184,30.7565441,34.8407249
normal,14511000,961.5622,24985.3164,6435451.457,42.83264,31.5785866,-2.444266,19.5311756,51.28454,32.33203,0.182884216,0.334968567,18.4295578,62.0359154,60.85813,12.7770081,29.117466,0.0,7385.21729,7544.82031,30.527,30.5441418,30.454443,34.8480949,30.31372,30.1647472,42.48833,30.738184,30.7565441,34.7954559
normal,14511300,954.7128,24968.6445,6435102.811,42.7710724,31.2730045,-2.45164275,19.47146,51.4809,33.00435,0.178894043,0.334968567,18.4340515,61.9445839,60.76587,12.4924164,29.2103252,0.0,7385.78564,7545.836,30.41172,30.4193363,30.454443,34.8513222,30.2302742,30.2050781,41.3881569,30.60459,30.63423,34.4480972
normal,14511600,962.2827,24969.4863,6465154.583,43.073082,31.6816425,-2.45164275,19.47146,51.1487656,32.06457,0.178894043,0.336097717,18.3752537,61.9186668,60.81852,12.55818,29.0188179,0.0,7386.42725,7547.40234,30.41172,30.4193363,30.3625488,34.8611336,30.2302742,30.2050781,39.92285,30.60459,30.63423,34.4120064
normal,14511900,966.140259,25288.9023,6481198.601,42.7227936,31.3385963,1.90541434,19.5803719,51.7802162,31.6746712,0.187095642,0.336097717,18.4232483,62.2132072,61.06611,12.6303558,29.3473263,0.0,7388.42334,7552.51025,30.2477264,30.2495613,30.3625488,34.79942,30.12002,29.858984,46.8810272,30.4424324,30.5189457,36.82681
normal,14512200,962.8236,26058.2,6543261.939,43.10113,31.6660652,-2.35851932,19.5803719,51.5624352,33.1721153,0.187095642,0.321105957,18.8652267,40.35472,39.1643829,0.0,28.829464,27.5851612,7388.62061,7522.03369,30.5780029,30.2495613,30.23999,34.8252373,30.3221588,29.858984,30.5629787,57.0945053,30.5189457,35.17334
normal,14512500,957.3265,28587.16,6566688.381,42.83403,31.7200947,-2.38953376,19.43816,51.14895,26.7089424,0.181175232,0.321105957,19.06075,41.310997,40.18611,0.0,29.5980434,27.7549477,7393.06641,7528.781,31.0231934,33.04328,30.23999,32.8007774,29.93247,30.6609383,30.910059,68.59707,30.4536133,34.89533
normal,14512800,964.13324,29145.2539,6601627.291,42.9944077,31.7337322,-2.35052371,19.43816,51.49835,31.2835789,0.181175232,0.3096466,19.0623322,42.0177422,40.8247757,0.0,28.657959,27.3781338,7400.125,7535.86572,30.7703018,50.7121773,30.4297371,32.1514664,29.93247,30.45799,30.710928,69.6705,30.4536133,33.06074
normal,14513100,938.398438,29289.4219,6629676.548,43.05907,31.7390079,-1.2301178,19.4657459,51.63961,32.5370445,0.1861496,0.3096466,19.07515,42.2836075,41.1028938,0.0,28.160181,27.1243286,7394.12354,7528.05225,30.48629,60.92731,30.4297371,31.2477055,30.5094242,30.4586639,30.7165432,73.8146439,30.7764645,32.4437523
normal,14513400,954.1495,29205.1563,6609519.059,42.4931946,31.4069538,-1.48675227,19.4657459,51.5944481,31.0921059,0.1861496,0.3068695,19.0837784,42.5440063,41.3764725,0.0,28.0958652,27.114151,7386.54639,7521.67334,30.48629,70.5262756,30.4635754,31.2477055,31.55618,29.6571789,30.02749,79.85455,30.7764645,32.2805939
normal,14513700,954.9205,29051.37,6571750.619,43.16333,31.9933643,-0.195439786,19.4979973,51.6366425,33.07871,0.188529968,0.3068695,19.1512985,42.7245979,41.5269127,0.0,28.9741573,27.4539528,7386.49268,7523.19727,30.5824814,74.83262,30.4635754,31.1620617,36.4987946,30.5247555,30.0908146,89.7558,30.5906258,31.7878418
normal,14514000,966.307434,28893.4844,6575765.541,42.8288155,31.3973064,-0.447054327,19.4979973,51.50015,32.8445473,0.188529968,0.29296875,19.1797371,43.1505623,42.00012,0.0,29.65188,28.1897354,7386.185,7525.229,30.8670273,80.44233,30.4158211,31.1620617,43.2761536,30.5247555,30.2826176,99.13333,30.5906258,31.7364368
normal,14514300,961.556152,28626.45,6560864.748,42.78047,31.6657162,-0.388512,19.559082,50.843605,32.0838737,0.183433533,0.29296875,19.1544,54.1583977,53.1379166,0.0,29.9306984,28.4022827,7384.705,7533.412,31.1241,88.89079,30.4158211,31.2687988,48.2746239,30.4018078,30.4139023,108.362457,30.62627,31.581152
normal,14514600,959.9907,28483.3887,6570012.81,42.6111565,31.7730961,8.882661,19.559082,51.68983,32.085598,0.183433533,0.270309448,19.09431,57.67202,56.4583,0.0,30.0815754,28.3818989,7388.809,7541.545,31.4195633,98.11674,30.7967281,31.2687988,52.5153656,30.4018078,30.81294,116.568352,30.62627,31.6743774
normal,14514900,959.181946,28435.9355,6630030.533,43.6198463,32.00096,15.0105247,19.5269051,50.16053,32.8874779,0.18724823,0.270309448,19.0033264,58.26856,57.0375061,0.0,30.0911751,28.5216827,7386.72754,7537.062,31.4195633,106.273056,30.7967281,31.656641,56.6623154,30.81758,30.8620548,119.966629,31.1437511,31.9563961
normal,14515200,967.8046,28422.168,6575975.391,42.753582,31.7673683,18.9230328,19.5269051,51.2604179,33.41603,0.18724823,0.266288757,19.0446129,57.38462,56.26061,0.0,29.5392342,28.3030815,7386.22949,7539.19629,31.4309158,114.074463,30.9690437,31.656641,61.86318,30.81758,31.0107918,120.599464,31.1437511,31.9909878
normal,14515500,960.222351,28568.5449,6622299.313,42.3665161,31.53041,19.2058125,19.6202374,51.3495369,31.8785172,0.1818161,0.266288757,19.0381222,56.8186836,55.5617332,0.0,29.2500439,27.9616222,7385.5415,7534.491,31.4309158,118.09304,30.9690437,31.4769535,68.44389,30.9885254,31.040329,121.435989,31.2317867,32.0957031
normal,14515800,957.4197,28563.373,6562365.44,43.0567245,31.6061172,16.9143867,19.6202374,51.4355431,31.73172,0.1818161,0.28011322,19.116066,56.2498131,55.073555,0.0,29.07184,27.7271976,7384.264,7535.241,31.5070724,120.451515,31.1437511,31.4769535,75.34809,30.9885254,31.12998,121.435989,31.2317867,32.1106529
normal,14516100,960.9384,28647.0684,6565293.841,42.69319,31.7813339,14.2242079,19.56531,51.7461,32.9457779,0.191482544,0.28011322,19.0550079,55.39748,54.3383751,0.0,28.72408,27.7380829,7383.821,7534.473,31.5070724,120.451515,31.1437511,31.8056164,81.77052,30.8947754,31.1334476,121.423149,31.3349133,32.1561546
