(Área de Estudo: QUADRIMESTRAL - Estudo: 3º QUADRIMESTRE/2025 - Área de Carga: EC - Responsável: ONSCarga - Situação do Caso: Gerado Oficial  versão 01
DBAR
(Num)OETGb(   nome   )Gl( V)( A)( Pg)( Qg)( Qn)( Qm)(Bc  )( Pl)( Ql)(  Sh)Are(Vf)M(1)(2)(3)(4)(5)(6)(7)(8)(9)(10)
(006 MÉDIA DIA ÚTIL DEZ/2025 ajustado - Agente/Grupo: AC-ENERGISA AC - dez/2025 - Ajuste Hora: 18
44933M                                                     14.0 10.0
45112M                                                     54.7 16.0
45379M                                                     19.7  3.2
45481M                                                     29.7  8.3
45484M                                                      1.4  0.7
45610M                                                    119.9 33.2
46002M                                                      3.1  1.2
46349M                                                      1.9  0.5
(46350M                                                      2.6  0.7
46351M                                                      5.7  2.1
46352M                                                     25.6 11.6
46353M                                                      3.1  1.2
46354M                                                      4.5  1.4
(46387M                                                      5.7  2.4
46391M                                                      5.0  1.4
46393M                                                      4.2  3.0
46402M                                                      6.4  2.4
47665M                                                      3.0  1.2
47666M                                                      4.7  1.7
(48124M                                                     10.9  5.2
48127M                                                      4.2  2.1
48128M                                                      5.7  2.7
48130M                                                      2.4  1.5
48131M                                                     25.2  1.5
48133M                                                      9.9  2.9
48135M                                                      3.5 -0.5
48137M                                                     16.8  1.6
  307M                           12.3  0.0                          
  309M                           15.5  0.0                          
  318M                            8.2  0.0                          
  321M                            5.0  0.0                          
  322M                           18.1  0.0                          
  327M                            5.7  0.0                          
  337M                           11.6  0.0                          
  340M                            7.1  0.0                          
  342M                           37.6  0.0                          
  348M                            4.6  0.0                          
  353M                            3.5  0.0                          
  362M                           29.1  0.0                          
  382M                            8.2  0.0                          
  392M                           22.8  0.0                          
  399M                            4.2  0.0                          
 1474M                            4.8  0.0                          
 1477M                           10.1  0.0                          
 1478M                            2.0  0.0                          
 1480M                           13.1  0.0                          
 1481M                           20.7  0.0                          
 1484M                            1.8  0.0                          
 1485M                            1.2  0.0                          
 1486M                           14.3  0.0                          
 1487M                            7.4  0.0                          
 1488M                            6.5  0.0                          
 1489M                            5.1  0.0                          
 1491M                           16.3  0.0                          
 1492M                           13.2  0.0                          
 1493M                           13.5  0.0                          
 1504M                            6.8  0.0                          
 1506M                           19.4  0.0                          
 1508M                           14.0  0.0                          
 1509M                            8.5  0.0                          
 1510M                           12.7  0.0                          
 1512M                            4.8  0.0                          
 1513M                           10.8  0.0                          
 1516M                            5.0  0.0                          
 1519M                           10.2  0.0                          
 1521M                           19.7  0.0                          
 1524M                            9.9  0.0                          
 1526M                            3.4  0.0                          
 1527M                           10.8  0.0                          
 1528M                           19.5  0.0                          
 1532M                           10.7  0.0                          
 1533M                           11.8  0.0                          
 1536M                           13.4  0.0                          
 1538M                            3.4  0.0                          
 1539M                            8.8  0.0                          
 1540M                            4.9  0.0                          
 1541M                           24.8  0.0                          
 1542M                           12.8  0.0                          
 1543M                           15.7  0.0                          
 1544M                            8.5  0.0                          
 1546M                            7.7  0.0                          
 1548M                            3.7  0.0                          
 1549M                            7.6  0.0                          
 1550M                            7.8  0.0                          
 1551M                           11.5  0.0                          
 1552M                           11.2  0.0                          
 1553M                           16.1  0.0                          
 1554M                            3.3  0.0                          
 1555M                           24.8  0.0                          
 1556M                           12.5  0.0                          
 1557M                           13.0  0.0                          
 1558M                           26.3  0.0                          
 1561M                            5.2  0.0                          
 1564M                            7.5  0.0                          
 1565M                            6.0  0.0                          
 1568M                            1.3  0.0                          
 1570M                            2.9  0.0                          
 1572M                           11.6  0.0                          
 1573M                            3.6  0.0                          
 1577M                            6.6  0.0                          
 1578M                           17.9  0.0                          
 1579M                           12.5  0.0                          
 1580M                           20.8  0.0                          
 1581M                            2.1  0.0                          
 1582M                           13.2  0.0                          
 1583M                           14.4  0.0                          
 1584M                            0.5  0.0                          
 1587M                           20.0  0.0                          
 1588M                            9.5  0.0                          
 4001M                            2.4  0.0                          
 4002M                           13.8  0.0                          
 4003M                            9.9  0.0                          
 4004M                            7.9  0.0                          
 4005M                            4.7  0.0                          
 4006M                            8.2  0.0                          
 4007M                            8.7  0.0                          
 4008M                            8.0  0.0                          
 4009M                            8.8  0.0                          
 4010M                           13.6  0.0                          
 4011M                            8.2  0.0                          
 4019M                            8.8  0.0                          
 4020M                           18.5  0.0                          
 4021M                            9.3  0.0                          
 4022M                            4.5  0.0                          
 4024M                            3.4  0.0                          
 4025M                            2.7  0.0                          
 4026M                            7.2  0.0                          
 4029M                            8.2  0.0                          
 4031M                            7.5  0.0                          
 4032M                           14.4  0.0                          
 4033M                            9.5  0.0                          
 4034M                            0.7  0.0                          
 4036M                            4.0  0.0                          
 4037M                            3.7  0.0                          
 4038M                           17.1  0.0                          
 4041M                            6.3  0.0                          
 4045M                           18.5  0.0                          
 4048M                           22.2  0.0                          
 4056M                            4.1  0.0                          
 4057M                            5.8  0.0                          
 4059M                            6.8  0.0                          
 4060M                           16.2  0.0                          
 4061M                           18.9  0.0                          
 4062M                            8.9  0.0                          
 4063M                            6.3  0.0                          
 4073M                           14.4  0.0                          
 4074M                           10.9  0.0                          
 4077M                            5.6  0.0                          
 4080M                            3.6  0.0                          
 4082M                           24.0  0.0                          
 4084M                           30.7  0.0                          
 4088M                           15.4  0.0                          
 4092M                            1.5  0.0                          
 4099M                            3.4  0.0                          
 4320M                            8.2  0.0                          
 4322M                           10.7  0.0                          
 4327M                            2.7  0.0                          
 4328M                            6.4  0.0                          
 4329M                            3.5  0.0                          
 4330M                            5.5  0.0                          
 4335M                           13.8  0.0                          
 4336M                            1.5  0.0                          
 4340M                            2.5  0.0                          
 4344M                            7.5  0.0                          
 4345M                            2.9  0.0                          
 4362M                            8.4  0.0                          
 4363M                            9.0  0.0                          
 4364M                           11.5  0.0                          
 4368M                            9.3  0.0                          
 4369M                            2.4  0.0                          
 4373M                            5.0  0.0                          
 4374M                            3.4  0.0                          
 4377M                            9.2  0.0                          
 4378M                            4.3  0.0                          
 4379M                            7.9  0.0                          
 4380M                            1.3  0.0                          
 4381M                            3.7  0.0                          
 4382M                           10.2  0.0                          
 4386M                           17.8  0.0                          
 4387M                            3.6  0.0                          
 4388M                           16.8  0.0                          
 4389M                           15.3  0.0                          
 4390M                            2.9  0.0                          
 4392M                            4.9  0.0                          
 4394M                            8.5  0.0                          
 4395M                            5.2  0.0                          
 7153M                            3.6  0.0                          
 7154M                           12.1  0.0                          
 7155M                           12.7  0.0                          
 7156M                            3.3  0.0                          
 7157M                            0.4  0.0                          
 7164M                            3.7  0.0                          
 7169M                            9.6  0.0                          
 7327M                            3.7  0.0                          
 7334M                            6.9  0.0                          
 7349M                            9.4  0.0                          
 7353M                           11.3  0.0                          
 7377M                            1.7  0.0                          
 7379M                            8.0  0.0                          
 7391M                            2.8  0.0                          
 7393M                           10.9  0.0                          
 7399M                            4.9  0.0                          
 7414M                            3.9  0.0                          
 7415M                            8.1  0.0                          
 7416M                            0.6  0.0                          
 7417M                            2.0  0.0                          
 7418M                            1.2  0.0                          
 7419M                            4.8  0.0                          
 7420M                           10.4  0.0                          
 7421M                            2.8  0.0                          
 7422M                           15.8  0.0                          
 7423M                           17.0  0.0                          
 7424M                            0.9  0.0                          
 7426M                            1.3  0.0                          
 7427M                            5.8  0.0                          
 7428M                            9.8  0.0                          
 7429M                            0.9  0.0                          
 7430M                            0.0  0.0                          
 7431M                           21.1  0.0                          
 7432M                            1.6  0.0                          
 7433M                            1.3  0.0                          
 7434M                            0.1  0.0                          
 7783M                           11.9  0.0                          
 7802M                            4.8  0.0                          
 9002M                            2.1  0.0                          
 9003M                            5.8  0.0                          
 9005M                            8.2  0.0                          
 9007M                            8.2  0.0                          
 9009M                            6.3  0.0                          
 9011M                            6.0  0.0                          
 9014M                            7.0  0.0                          
 9020M                            5.1  0.0                          
 9023M                            6.0  0.0                          
 9027M                           10.9  0.0                          
 9028M                            5.1  0.0                          
 9029M                           10.6  0.0                          
 9031M                            3.6  0.0                          
 9036M                            3.6  0.0                          
 9048M                           11.9  0.0                          
 9061M                            8.9  0.0                          
 9062M                            3.3  0.0                          
 9067M                            5.7  0.0                          
 9068M                            2.7  0.0                          
 9069M                            3.5  0.0                          
 9070M                            7.2  0.0                          
 9072M                            1.3  0.0                          
 9073M                            1.6  0.0                          
 9074M                            5.6  0.0                          
 9075M                            6.0  0.0                          
 9076M                            4.3  0.0                          
 9077M                            2.0  0.0                          
 9078M                            0.5  0.0                          
 9079M                            2.3  0.0                          
 9080M                            7.9  0.0                          
 9081M                            9.1  0.0                          
 9082M                           10.4  0.0                          
 9083M                            5.0  0.0                          
 9084M                            4.1  0.0                          
 9085M                           13.7  0.0                          
 9086M                            6.4  0.0                          
 9087M                            2.2  0.0                          
 9089M                           12.6  0.0                          
 9090M                            2.9  0.0                          
 9093M                            0.5  0.0                          
 9094M                            5.5  0.0                          
 9095M                            7.1  0.0                          
 9096M                            0.8  0.0                          
 9099M                           13.2  0.0                          
40703M                            1.4  0.0                          
40705M                            1.8  0.0                          
40722M                            5.7  0.0                          
40724M                            3.2  0.0                          
40729M                            1.5  0.0                          
40747M                            3.9  0.0                          
40775M                            1.4  0.0                          
40781M                            6.8  0.0                          
40782M                           10.0  0.0                          
40786M                            1.1  0.0                          
40788M                            8.1  0.0                          
40793M                            0.9  0.0                          
40794M                            1.2  0.0                          
40795M                           29.4  0.0                          
44775M                            8.4  0.0                          
44856M                            0.2  0.0                          
45113M                           36.8  0.0                          
45160M                           23.3  0.0                          
45379M                            1.6  0.0                          
45481M                           14.1  0.0                          
45484M                            0.0  0.0                          
46002M                            0.0  0.0                          
46391M                            2.7  0.0                          
46405M                           37.7  0.0                          
46544M                           40.0  0.0                          
46882M                           25.0  0.0                          
46883M                            1.5  0.0                          
46884M                           26.6  0.0                          
46885M                            0.4  0.0                          
46886M                           15.7  0.0                          
46887M                            3.7  0.0                          
46888M                            3.5  0.0                          
46889M                            2.4  0.0                          
46890M                            3.2  0.0                          
46891M                            3.2  0.0                          
46892M                            0.8  0.0                          
46893M                            0.2  0.0                          
46894M                           10.4  0.0                          
46895M                            2.9  0.0                          
46896M                            0.4  0.0                          
46897M                            0.5  0.0                          
46898M                            2.4  0.0                          
46899M                            0.5  0.0                          
46900M                            0.6  0.0                          
46901M                            9.4  0.0                          
46902M                            1.2  0.0                          
46903M                           10.3  0.0                          
46904M                            0.1  0.0                          
46905M                            2.2  0.0                          
46906M                           42.0  0.0                          
46907M                            0.6  0.0                          
46908M                           48.2  0.0                          
46909M                           11.9  0.0                          
46910M                            0.8  0.0                          
46911M                            1.7  0.0                          
46912M                            2.8  0.0                          
46913M                            0.8  0.0                          
46914M                           18.2  0.0                          
46915M                            2.8  0.0                          
46916M                           11.7  0.0                          
46917M                            0.3  0.0                          
46918M                            2.2  0.0                          
46919M                            8.2  0.0                          
46920M                            4.9  0.0                          
46921M                           21.2  0.0                          
46922M                            2.2  0.0                          
46923M                           18.5  0.0                          
46924M                            1.7  0.0                          
46926M                            0.4  0.0                          
46927M                            0.5  0.0                          
46928M                            6.6  0.0                          
46929M                            3.7  0.0                          
46930M                            2.8  0.0                          
46931M                           22.4  0.0                          
46932M                            3.4  0.0                          
46933M                            6.2  0.0                          
46934M                            0.5  0.0                          
46935M                           45.6  0.0                          
46936M                            0.3  0.0                          
46937M                            1.3  0.0                          
46938M                           25.0  0.0                          
46939M                            0.6  0.0                          
46940M                            6.1  0.0                          
46941M                            0.7  0.0                          
46942M                            1.0  0.0                          
46943M                           23.1  0.0                          
46944M                            0.3  0.0                          
47665M                            0.0  0.0                          
47666M                            0.0  0.0                          
47742M                           11.7  0.0                          
47747M                           18.2  0.0                          
47758M                           15.6  0.0                          
47761M                           23.9  0.0                          
47766M                            0.8  0.0                          
47773M                           17.7  0.0                          
47776M                           38.7  0.0                          
47777M                            0.0  0.0                          
47781M                            3.2  0.0                          
47787M                            3.1  0.0                          
47803M                            5.2  0.0                          
47807M                            6.3  0.0                          
47813M                            0.0  0.0                          
47828M                            0.0  0.0                          
47830M                            5.6  0.0                          
47832M                           28.6  0.0                          
47833M                           27.3  0.0                          
(48124M                            0.0  0.0                          
48127M                            1.1  0.0                          
48128M                            1.6  0.0                          
48130M                            0.9  0.0                          
48131M                           12.3  0.0                          
48135M                            3.9  0.0                          
48138M                            0.0  0.0                          
48139M                            0.0  0.0                          
(006 MÉDIA DIA ÚTIL DEZ/2025 ajustado - Agente/Grupo: MG-DMEPC - dez/2025
 4111M                                                    102.4  6.0
 4111M                            8.3  0.0                          
47040M                           19.0  0.0                          
(006 MÉDIA DIA ÚTIL DEZ/2025 ajustado - Agente/Grupo: MG-ENERGISA MINAS RIO - dez/2025
 3302M                                                     13.9  2.9
 3304M                                                     39.0 11.6
 3305M                                                     15.2  2.7
 3306M                                                     15.1  2.6
 3308M                                                     23.5  4.0
 3309M                                                     28.2  3.8
 3310M                                                     30.2 -6.4
 3311M                                                     19.0 -3.8
 3314M                                                     37.6 10.9
 3316M                                                      6.4  2.8
 3317M                                                      8.7  2.7
 3322M                                                     10.5  2.4
 3324M                                                      9.5  1.2
 3325M                                                      3.8  1.6
 3329M                                                      5.3  1.0
 3338M                                                      2.3  1.0
 3339M                                                     13.2  2.1
 3340M                                                     62.5 11.7
 3341M                                                      7.6  2.3
 3342M                                                      3.3  0.1
 3343M                                                      7.9  1.4
 3348M                                                      5.2  2.3
 3349M                                                     10.1  1.2
 9001M                                                     26.8 11.2
40772M                                                      0.4  0.2
46493M                                                     20.7  4.3
46494M                                                     14.3  1.8
 3302M                            3.3  0.0                          
 3304M                            4.9  0.0                          
 3305M                            5.7  0.0                          
 3306M                            0.6  0.0                          
 3308M                            9.0  0.0                          
 3309M                            6.1  0.0                          
 3310M                            2.2  0.0                          
 3311M                            3.4  0.0                          
 3314M                            6.6  0.0                          
 3316M                            2.5  0.0                          
 3317M                            1.4  0.0                          
 3322M                            1.3  0.0                          
 3323M                            6.1  1.8                          
 3324M                            1.2  0.0                          
 3325M                            1.4  0.0                          
 3329M                            0.6  0.0                          
 3330M                            3.9  1.1                          
 3333M                           22.0  6.4                          
 3338M                            0.1  0.0                          
 3339M                            3.1  0.0                          
 3340M                            6.5  0.0                          
 3342M                            0.0  0.0                          
 3343M                            0.0  0.0                          
 3348M                            1.1  0.0                          
 3349M                            0.7  0.0                          
 9001M                            8.9  0.0                          
46493M                            5.0  0.0                          
46494M                            0.0  0.0                          
47081M                           11.7  3.4                          
47082M                            0.5  0.2                          
47083M                            3.6  1.1                          
47084M                            1.6  0.5                          
47085M                            6.4  1.9                          
47086M                            0.0  0.0                          
47087M                            1.4  0.4                          
47304M                            0.0  0.0                          
48034M                            0.0  0.0                          
(006 MÉDIA DIA ÚTIL DEZ/2025 ajustado - Agente/Grupo: MT-ENERGISA MT - dez/2025
 3421M                                                      0.7  0.6
 4469M                                                     21.5  3.5
 4500M                                                      3.2  0.7
 4513M                                                     16.0  5.2
 4533M                                                     50.7 16.1
 4583M                                                     97.0 13.7
 4613M                                                      8.2  1.2
 4623M                                                    120.5 29.4
 4633M                                                     65.6 17.4
 4637M                                                      2.6  0.9
 4643M                                                     24.8  6.3
 4653M                                                     44.1  3.4
 4663M                                                     18.8  9.5
 4673M                                                     24.7  4.2
 4690M                                                      3.8  0.7
 4703M                                                    127.9 22.6
 4713M                                                    158.4 44.8
 4723M                                                    135.4 22.3
 4733M                                                     53.3  7.8
 4743M                                                     54.4 10.3
 4762M                                                      6.6  2.0
 4763M                                                     34.6  9.5
 4772M                                                     10.3  3.8
 4773M                                                      1.0  0.1
 4793M                                                     54.5 16.9
 4803M                                                     56.5 11.2
 4807M                                                     41.8  9.8
 4823M                                                     41.9  5.3
 4833M                                                     48.7  8.9
 4843M                                                     15.8  4.0
 4845M                                                     50.2 11.0
 4848M                                                     28.3  4.8
 4853M                                                     28.1  4.5
 4863M                                                     13.8  3.2
 4883M                                                     41.5  2.4
 4893M                                                     17.0  2.2
 4903M                                                      3.3  0.9
 4909M                                                      5.4  0.2
 4933M                                                     61.3  9.0
 4959M                                                     16.3  2.6
 4963M                                                     37.1  4.2
 4973M                                                     42.4  5.9
 4977M                                                     26.4 -3.9
 4983M                                                     48.2  8.3
 7537M                                                     66.6 16.4
 7539M                                                     66.7 21.0
 7540M                                                     28.8  5.0
 7541M                                                     10.6  1.0
 7542M                                                     89.0 21.4
 7546M                                                     17.6  3.9
 7548M                                                     36.0 10.8
 7549M                                                      3.2  0.9
 7695M                                                     13.1  2.3
 7699M                                                     10.4  3.7
 7700M                                                     24.4  5.1
 7705M                                                      8.3  1.8
 7706M                                                      4.8  0.6
 7708M                                                      5.9  0.8
 7709M                                                     10.6  2.6
 7710M                                                     27.9  2.9
 7768M                                                     88.1 16.2
 7769M                                                     48.9 14.7
 7807M                                                      0.5  0.2
 7831M                                                      1.7  0.2
 7832M                                                      3.5  1.2
 7893M                                                     12.2  3.6
46562M                                                      3.6  1.6
46563M                                                      2.8  0.6
46564M                                                      3.2  1.2
 3536M                           18.7  0.0                          
 4400M                           11.6  0.0                          
 4417M                           14.6  0.0                          
 4425M                           14.3  0.0                          
 4469M                           13.6  0.0                          
 4476M                            0.2  0.0                          
 4500M                            4.8  0.0                          
 4513M                            4.9  0.0                          
 4533M                           21.2  0.0                          
 4583M                           45.9  0.0                          
 4601M                            3.9  0.0                          
 4602M                            8.3  0.0                          
 4605M                           13.1  0.0                          
 4613M                           18.2  0.0                          
 4623M                           55.0  0.0                          
 4633M                           27.8  0.0                          
 4637M                            1.6  0.0                          
 4643M                           19.9  0.0                          
 4653M                           22.8  0.0                          
 4663M                           12.5  0.0                          
 4673M                           12.5  0.0                          
 4690M                            0.0  0.0                          
 4703M                           44.2  0.0                          
 4713M                           45.0  0.0                          
 4723M                           45.7  0.0                          
 4733M                           22.9  0.0                          
 4743M                           19.1  0.0                          
 4755M                            2.4  0.0                          
 4762M                            1.5  0.0                          
 4763M                           11.1  0.0                          
 4772M                           12.1  0.0                          
 4793M                           21.4  0.0                          
 4803M                           33.7  0.0                          
 4807M                           33.5  0.0                          
 4823M                           15.9  0.0                          
 4830M                           26.7  0.0                          
 4833M                           30.1  0.0                          
 4839M                           28.1  0.0                          
 4843M                           15.7  0.0                          
 4845M                           11.8  0.0                          
 4846M                           23.8  0.0                          
 4848M                           13.8  0.0                          
 4853M                           22.6  0.0                          
 4863M                            8.0  0.0                          
 4883M                           24.1  0.0                          
 4893M                            4.9  0.0                          
 4900M                           19.3  0.0                          
 4902M                           25.3  0.0                          
 4903M                            9.2  0.0                          
 4909M                            3.4  0.0                          
 4933M                           44.8  0.0                          
 4959M                            7.3  0.0                          
 4963M                           19.7  0.0                          
 4973M                           26.0  0.0                          
 4977M                            8.7  0.0                          
 4983M                           20.7  0.0                          
 4990M                           10.8  0.0                          
 4997M                            9.3  0.0                          
 7537M                           37.1  0.0                          
 7539M                           20.8  0.0                          
 7540M                           20.4  0.0                          
 7541M                            7.3  0.0                          
 7542M                           50.7  0.0                          
 7546M                           14.9  0.0                          
 7548M                            5.7  0.0                          
 7549M                            3.4  0.0                          
 7695M                            8.0  0.0                          
 7699M                           11.7  0.0                          
 7700M                           12.4  0.0                          
 7705M                            9.6  0.0                          
 7706M                            3.8  0.0                          
 7708M                            6.3  0.0                          
 7709M                            5.2  0.0                          
 7710M                            8.2  0.0                          
 7768M                           52.3  0.0                          
 7769M                           31.3  0.0                          
 7831M                            0.0  0.0                          
 7832M                            0.0  0.0                          
 7893M                            0.7  0.0                          
46562M                            0.0  0.0                          
46563M                            0.0  0.0                          
46564M                            0.0  0.0                          
47103M                            3.3  0.0                          
47104M                            0.6  0.0                          
47105M                            0.6  0.0                          
47106M                            0.5  0.0                          
47107M                           16.5  0.0                          
47108M                            0.9  0.0                          
47109M                            0.1  0.0                          
47110M                           11.8  0.0                          
47112M                            1.2  0.0                          
47113M                            2.0  0.0                          
47114M                            0.0  0.0                          
47115M                            0.0  0.0                          
47116M                            1.7  0.0                          
47117M                            2.4  0.0                          
47118M                            1.8  0.0                          
47119M                            9.6  0.0                          
47120M                            9.8  0.0                          
47121M                            0.0  0.0                          
47122M                            0.2  0.0                          
47687M                            0.2  0.0                          
47688M                            0.2  0.0                          
47689M                            0.6  0.0                          
47690M                            0.4  0.0                          
47708M                            1.1  0.0                          
47709M                            1.6  0.0                          
47710M                            1.4  0.0                          
47762M                            8.9  0.0                          
47770M                            9.2  0.0                          
47786M                            0.0  0.0                          
48000M                            0.0  0.0                          
48001M                            6.6  0.0                          
48003M                           13.7  0.0                          
48004M                            4.1  0.0                          
48005M                          112.0  0.0                          
48006M                            1.7  0.0                          
48007M                            6.5  0.0                          
48008M                            3.0  0.0                          
48009M                           49.5  0.0                          
48010M                            0.5  0.0                          
48012M                           16.1  0.0                          
48013M                            9.1  0.0                          
48014M                            3.6  0.0                          
48015M                           23.3  0.0                          
48016M                            2.1  0.0                          
48017M                            3.4  0.0                          
48018M                           12.5  0.0                          
48091M                            0.4  0.0                          
48092M                            4.3  0.0                          
(006 MÉDIA DIA ÚTIL DEZ/2025 ajustado - Agente/Grupo: PA-EQUATORIAL PA-CO - dez/2025 - Ajuste Hora: 18
