role,offset_seconds,LIT_802,LIT_806,PDIT_830,PIC_807_IN,TE_820,TE_830,TE_831,TE_832,TE_833,TE_834,TE_835,TIT_806,TIT_809,VT_812X,VT_812Y,VT_813X,VT_813Y,VT_814X,VT_814Y,VT_815X,VT_815Y,VT_830,VT_831,XT_829,ZT_827,ZT_828
test-0,318900.0,30.2380047,40.0727158,3.19577646,5.74928474,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.3328133,101.190933,11.4808941,11.769309,13.6143074,21.4105988,19.5238934,15.9852724,23.1084461,10.3639326,2.96448064,2.84801173,4995.82275,-0.09579781,0.000275274
test-0,319200.0,30.2957745,58.96279,3.19868231,5.7492547,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.29661,101.12571,11.38493,11.8199844,13.5642977,21.3643017,19.37791,15.9855957,23.0126457,10.2226849,3.003573,2.79036331,4996.91357,-0.09537079,0.000580054
test-0,319500.0,30.4966736,56.9895668,3.19296885,5.74927425,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.28582,101.1258,11.4807558,11.7691545,13.6141462,21.5564423,19.4737148,16.0354824,23.0581131,10.4139719,2.82912683,2.71328115,4996.91748,-0.0959809,0.000214014
test-0,319800.0,30.179369,53.3167076,3.19942,5.75215864,76.9982,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.20264,101.12571,11.4308605,11.7239771,13.6600847,21.4603233,19.3781738,15.8900452,23.1545448,10.2675076,2.86803484,2.75153756,4997.83,-0.099581525,-0.001800041
test-0,320100.0,30.58256,51.69805,3.20152926,5.74932051,76.9982,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.13728,101.212257,11.7657995,12.0092945,13.7113113,21.27201,19.6634254,16.3188572,23.5388813,9.984175,2.79237843,2.8099916,4996.91748,-0.09891051,-0.001372188
test-0,320400.0,30.49791,50.0471573,3.20374465,5.74638128,76.9982,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.22062,101.2848,11.627387,11.9157858,13.659934,21.31461,19.5243683,15.9857616,23.2045822,10.1217957,2.98413873,2.84845972,4996.92041,-0.09793389,-0.000946045
test-0,320700.0,30.2366562,47.61655,3.2019608,5.75215864,76.9982,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.27864,101.270454,11.6273718,11.8655968,13.6143074,21.3148346,19.4279022,15.9852495,23.1089611,10.1723471,2.9646647,2.81054878,4996.91748,-0.09909274,-0.001556456
test-0,321000.0,30.1506481,44.1159363,3.2099,5.749265,76.9982,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.2929955,101.255936,11.5268412,11.9658,13.6595774,21.3143024,19.4741955,16.03611,23.2049236,10.1719942,3.00337958,2.82879615,4996.91748,-0.09860507,-0.00131295
test-0,321300.0,30.6123333,40.6429253,3.218222,5.749265,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.3254929,101.27047,11.4812727,11.7694626,13.71021,21.6064358,19.5695553,16.0359516,23.1090546,10.267952,2.9074173,2.71388984,4996.91748,-0.097812936,-0.000764333
test-0,321600.0,30.5550156,36.9695435,3.21705914,5.75502348,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.32194,101.255936,11.5769463,11.9154739,13.5649061,21.6073322,19.5244446,16.0354748,23.204998,10.1217127,2.84823847,2.751054,4995.824,-0.09768884,-0.000946045
test-0,321900.0,30.3530045,35.2647934,3.20989585,5.749265,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.33283,101.335373,11.7693,12.2082338,13.9025288,21.5106163,19.62035,16.323494,23.3970146,9.930055,2.96480322,2.88670874,4994.90674,-0.09750578,-0.000701689
test-0,322200.0,30.6697426,50.30914,3.20951867,5.74927855,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.31471,101.407852,11.9158373,12.1083336,13.8066778,21.557415,19.6661282,16.4204826,23.5936413,9.883523,2.96469665,2.848185,4995.82129,-0.09775051,-0.001006724
test-0,322500.0,30.582819,59.82272,3.1965487,5.74925327,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.3110733,101.415016,11.7692719,12.0118942,13.6602945,21.4604053,19.8120079,16.1782818,23.3972244,10.17161,2.96479058,2.94487715,4995.819,-0.09799543,-0.001190245
test-0,322800.0,30.5228252,56.2877922,3.19849,5.74645662,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.3835335,101.349648,11.7236853,11.9669781,13.71111,21.5145283,19.61894,16.1299381,23.3505,10.1214628,3.021718,2.8876214,4996.90137,-0.09823996,-0.001069069
test-0,323100.0,30.2114716,53.25156,3.20906281,5.752093,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.33986,101.292427,11.5771961,11.7258768,13.6120119,21.650692,19.52307,16.1298923,23.2975426,10.2701435,3.01844049,2.84681821,4995.84375,-0.09793389,-0.000822583
test-0,323400.0,30.43899,51.5435143,3.21132922,5.755023,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.2966957,101.26313,11.4810638,11.62804,13.6603394,21.510973,19.4288025,15.9398174,23.1091022,10.1715651,2.94513655,2.86719251,4996.91748,-0.09817772,-0.000763249
test-0,323700.0,30.4720612,49.78398,3.19643259,5.749297,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.34718,101.19783,11.5263376,11.91434,13.5650091,21.5114765,19.4749184,16.0812244,23.2545528,10.2221746,3.038953,2.905822,4996.91748,-0.098116994,-0.000944702
test-0,324000.0,30.4978027,48.9401741,3.20775557,5.74929667,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.3795547,101.118538,11.4810638,11.7686911,13.6598358,21.4606152,19.4278088,15.9400663,23.1080933,10.3185568,2.906888,2.78983951,4996.91748,-0.09787385,-0.000824306
test-0,324300.0,30.6684265,46.7427826,3.21848822,5.746356,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.3617249,101.075134,11.5268412,11.6730824,13.6606054,21.3652763,19.37773,15.9392719,22.9171181,10.267704,2.983633,2.8094666,4996.91162,-0.097323865,-0.000398052
test-0,324600.0,30.5834579,42.43818,3.199094,5.749255,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.27497,100.98111,11.5270195,11.7235069,13.75554,21.5569267,19.32721,15.9852562,23.05792,10.267952,2.90675044,2.732237,4995.82275,-0.09677422,-0.000151725
test-0,324900.0,30.6979637,38.9349365,3.20993829,5.74349,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.20628,100.966469,11.5268412,11.6731415,13.7554245,21.510973,19.378334,15.9400063,23.0128784,10.26835,2.88753366,2.82946634,4996.91748,-0.096347675,0.000153092
test-0,325200.0,30.3533916,35.91399,3.20816946,5.749265,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.1701279,100.937531,11.5765858,11.81961,13.7562189,21.4614162,19.4278736,16.0355511,23.2544956,10.2675514,3.06120348,2.906726,4995.823,-0.096102774,0.000154114
test-0,325500.0,30.7546616,50.1071,3.22966433,5.749265,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.0796928,100.930458,11.4815731,11.7699718,13.7562189,21.5101967,19.52446,16.0356846,23.1549263,10.26771,2.81101823,2.77097559,4996.91162,-0.096101806,0.000274335
test-0,325800.0,30.3885918,58.0305,3.21302748,5.7492156,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.0472527,101.053139,11.6283407,12.012085,13.8040524,21.3661385,19.62035,16.08094,23.2542381,10.1190195,2.94470787,2.84748316,4996.89844,-0.095618695,0.000457764
test-0,326100.0,30.4967823,54.8243637,3.20341969,5.74925,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.0614738,101.1256,11.8196869,12.1083517,13.6605911,21.41014,19.5702477,16.0822468,23.3512383,9.833317,2.82937121,2.79025722,4997.833,-0.0958588,0.000335372
test-0,326400.0,30.6131916,50.88738,3.202618,5.789765,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.05431,101.227,12.0119505,11.9156694,14.1956854,21.4106884,19.6664238,16.66339,23.4479351,9.640931,2.886995,2.886711,4995.819,-0.095858455,0.000335335
test-0,326700.0,30.2109337,48.47696,3.22515345,5.72615,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.9937172,62.99936,40.826458,101.668289,12.0115442,11.865056,13.9993811,21.55675,19.7665539,16.6631069,23.5432453,9.883419,2.98296833,2.82841325,4996.923,-0.095614836,0.000395698
test-0,327000.0,30.6125965,46.7404861,3.20378113,5.734798,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.0614052,101.220123,11.4808121,11.819087,13.6598558,21.510973,19.4283123,15.9851151,23.0585117,10.4638128,2.983852,2.810087,4996.91748,-0.0956148,0.000274048
test-0,327300.0,30.3522358,42.84668,3.19364047,5.752154,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.32915,101.147476,11.5770321,11.86527,13.6602488,21.3644829,19.5240536,15.9855957,23.0581818,10.2678738,2.96477461,2.86771345,4996.91553,-0.0956147,0.000335797
test-0,327600.0,30.3239632,38.70983,3.218545,5.74925852,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.2604866,101.2704,11.67376,12.158247,13.71087,21.55675,19.71637,16.1327286,23.3513412,10.025116,2.90714717,2.82928228,4996.91748,-0.09543125,0.000579425
test-0,327900.0,30.2383671,35.68958,3.21845722,5.75501728,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.2208,101.299515,11.8659,12.0621376,13.9976807,21.751524,19.7161789,16.3741264,23.5935555,9.928922,2.944806,2.81022167,4995.819,-0.09530895,0.000397465
test-0,328200.0,30.4103527,45.21431,3.2063005,5.75215864,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.15206,101.248627,11.6740828,12.2084122,13.9019547,21.6051083,19.5707455,16.13333,23.3970146,9.978542,2.88685131,2.7902565,4996.91162,-0.09518756,0.000581087
test-0,328500.0,30.4113884,58.7208366,3.214445,5.75499868,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.1013145,101.1765,11.819355,12.0138988,13.8061094,21.5096226,19.6661282,16.0368366,23.35166,10.1201553,2.946646,2.7912302,4995.819,-0.09524772,0.000580959
test-0,328800.0,30.239584,55.4512863,3.199022,5.74641466,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.1627274,101.16909,11.5771961,11.8658447,13.6143074,21.510004,19.6198769,15.98607,23.2045,10.31806,2.848809,2.67533064,4995.819,-0.095126815,0.000701303
test-0,329100.0,30.1230717,53.07795,3.197978,5.749265,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.21707,101.212418,11.5774527,11.7699528,13.6137934,21.5102253,19.5247078,16.0366745,23.1093636,10.2221746,2.92566633,2.88626122,4995.819,-0.0951259,0.000701282
test-0,329400.0,30.5529919,50.44539,3.19263244,5.76082468,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.2350845,101.255684,11.7232046,12.0118561,13.71044,21.6519222,19.7658539,16.2778416,23.4967422,9.737892,2.94552064,2.906499,4996.91748,-0.094760306,0.000763855
test-0,329700.0,30.265686,48.9398842,3.20011616,5.74929571,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,41.1700172,101.494682,12.0118456,11.9663076,13.9983368,21.65214,19.8126183,16.4716072,23.6391354,9.736427,2.92616582,2.906988,4995.819,-0.09476064,0.000763579
test-0,330000.0,30.5826569,45.87602,3.1955595,5.74635744,77.9961548,68.99625,54.9974022,56.9978943,62.99438,62.99936,62.99936,41.2350464,101.480247,11.8198195,12.0619631,13.6603346,21.3148537,19.6205769,16.32435,23.44712,9.929675,3.04193234,2.92615533,4995.819,-0.094760604,0.000640869
test-0,330300.0,30.5834541,41.5146866,3.208818,5.75215149,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.31109,101.335518,11.430829,11.8196983,13.6599751,21.3648338,19.5240974,15.9400482,23.2045174,10.1721716,3.023045,2.848466,4996.91748,-0.0948206,0.000884863
test-0,330600.0,30.4099026,36.9741249,3.21456122,5.755037,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.3111343,101.357224,11.5773287,12.0620546,13.6603374,21.4603615,19.5245914,15.9861021,23.2047482,9.980192,3.04137182,2.88659286,4996.91748,-0.09463755,0.001006919
test-0,330900.0,30.4382515,35.0829277,3.196297,5.752144,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.235157,101.270325,11.4820442,11.8663435,13.6605749,21.4611053,19.7150116,16.0359516,23.1088486,10.2221746,2.98444152,2.82965732,4996.91748,-0.09445601,0.000824286
test-0,331200.0,30.49806,57.2139244,3.21164322,5.749265,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.23504,101.176468,11.5265245,11.8201361,13.71044,21.4602661,19.4277344,16.0359516,23.0575943,10.267952,3.02218771,2.8099916,4996.90967,-0.094697215,0.001007925
test-0,331500.0,30.4067955,57.3902359,3.19996786,5.75205,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.22053,101.1114,11.5259819,11.8188744,13.6143074,21.3196278,19.4720573,15.9865408,23.153532,10.2670927,2.90797687,2.769992,4996.897,-0.09463329,0.001008226
test-0,331800.0,30.2946358,54.18784,3.19291258,5.749265,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.2061958,101.176369,11.4307079,11.7694626,13.8062515,21.6067829,19.569994,15.9858074,23.2045364,10.3640862,2.98411822,2.88709474,4995.819,-0.09439373,0.001006946
test-0,332100.0,30.8421268,50.67707,3.19477344,5.74928,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.24239,101.255821,11.5271015,11.86536,13.80532,21.3644829,19.5694981,15.9855957,23.1088524,10.3185444,3.02265739,2.98284745,4995.82471,-0.09445445,0.001068115
test-0,332400.0,30.2974243,49.16968,3.18830228,5.74924946,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.31823,101.270363,11.4810638,11.7239313,13.7101688,21.751749,19.3276424,15.9855957,23.0127277,10.36357,2.944516,2.732067,4996.91748,-0.09433302,0.000824302
test-0,332700.0,30.4681587,47.2151222,3.19146132,5.755052,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.4087372,101.393341,11.6273479,11.9156542,13.7561255,21.60691,19.5241146,16.0358486,23.10881,10.3182058,3.00386167,2.86789775,4996.91748,-0.094515674,0.00100708
test-0,333000.0,30.179081,44.3498535,3.19796515,5.74059725,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.42321,101.516373,11.4810638,11.8197107,13.75612,21.4607239,19.4738617,16.08152,23.2044315,10.3643045,3.08054948,2.964579,4995.819,-0.094454765,0.000763204
test-0,333300.0,30.6995468,40.4368362,3.20326877,5.76373243,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.5027237,101.689537,11.9156914,12.1074858,13.9525414,21.55675,19.7162228,16.4204826,23.6394024,10.0245972,3.02265739,2.81018877,4995.82471,-0.094210625,0.000885641
test-0,333600.0,30.555418,35.44257,3.2062223,5.766626,77.9961548,69.99878,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.3692169,102.312149,11.7697029,9.981169,14.7765818,21.4603748,19.7665977,16.6177864,23.7353134,9.641474,2.733094,2.7518003,4994.92236,-0.094210334,0.001007662
test-0,333900.0,30.5250072,49.64796,3.18800068,5.73482943,77.9961548,69.99878,55.99994,56.9978943,62.99936,62.99936,62.99936,41.3868446,102.122948,11.9154291,11.42939,14.9192467,21.314127,19.9577885,16.8594036,23.7357712,9.78350449,3.06082,2.926277,4995.82959,-0.09414859,0.000946045
test-0,334200.0,30.46671,60.42711,3.21137381,5.729011,77.9961548,69.99878,55.01144,56.9978943,62.99936,62.99936,62.99936,41.72687,102.348816,12.0107384,11.9663076,14.0484915,21.70529,19.7647858,16.7127552,23.5421562,9.739623,3.02095652,2.9057982,4996.91748,-0.09420806,0.001005371
test-0,334500.0,30.7262325,57.1894722,3.20265627,5.752171,77.9961548,69.99878,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.7957573,101.972244,11.9159517,11.8655968,14.094368,21.7028275,19.6665573,16.6633224,23.4977264,9.687416,2.86772943,2.81015444,4996.9126,-0.093966745,0.001250439
test-0,334800.0,30.26762,54.17917,3.18793488,5.749237,77.9961548,69.99878,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.65109,101.827675,11.9157085,12.1082191,13.9019995,21.4613228,19.6661282,16.419796,23.4979477,9.928976,3.003316,2.79034281,4996.91748,-0.09353894,0.001495656
test-0,335100.0,30.4968586,50.04566,3.18641353,5.752146,77.9961548,69.99878,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.64382,101.733383,11.7241144,12.0622158,13.6607389,21.41071,19.7158279,16.2288723,23.3518925,9.979124,3.02277327,2.8484025,4995.819,-0.09353842,0.001618522
test-0,335400.0,30.4676819,45.87994,3.20451331,5.757921,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.546196,101.769463,11.7694626,12.2085094,13.7566195,21.65168,19.6657276,16.2783642,23.44697,10.221755,2.96487331,2.86789417,4995.819,-0.093051724,0.001983507
test-0,335700.0,30.3802681,42.8365021,3.1911025,5.749265,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.4883347,101.588676,11.7225246,12.0624409,13.6595182,21.6520462,19.5702915,16.13122,23.3506718,10.1223259,3.06154013,2.983493,4996.91748,-0.09329474,0.001922248
test-0,336000.0,30.7265854,40.866684,3.17918181,5.766626,77.9961548,69.99878,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.4414063,101.538483,11.9154682,12.012085,13.9024534,21.7538242,19.62157,16.71224,23.44737,9.78321552,2.96448159,2.96399379,4996.922,-0.09353924,0.001495669
test-0,336300.0,30.4393959,38.944622,3.187506,5.73481131,77.9961548,69.99878,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.2930756,101.805717,11.7696981,11.9665213,13.7106533,21.6073189,19.7162476,16.1325321,23.4476051,10.3173885,2.92605114,2.8290658,4995.824,-0.093356706,0.001495646
test-0,336600.0,30.2379723,35.7181473,3.189398,5.7434783,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.2858276,101.364647,11.4812832,11.7239046,13.6598654,21.8478622,19.4283028,15.9404974,23.0129414,10.4142,3.10021639,2.88695979,4996.912,-0.09329598,0.001799952
test-0,336900.0,30.4625473,57.036396,3.20727777,5.749467,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.2970428,101.23423,11.5749626,11.9137182,13.7082062,21.701004,19.56776,16.1286812,23.1543922,10.35845,2.873383,2.71713686,4996.892,-0.09323548,0.00174092
test-0,337200.0,30.52782,58.20033,3.19212365,5.749265,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.2604561,101.263931,11.5746288,11.9133844,13.6600847,21.4623,19.4721775,16.0359516,23.15359,10.2212925,2.945718,2.86696076,4996.91748,-0.093419306,0.001495361
test-0,337500.0,30.5256538,54.35635,3.19658327,5.74925137,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.24235,101.2631,11.5270824,11.91571,13.7097368,21.4606152,19.5242176,16.03549,23.2042866,10.2216911,3.13864565,2.906606,4996.91748,-0.09335701,0.001495361
test-0,337800.0,30.5835133,49.352066,3.19079328,5.75215864,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.3038,101.335281,11.5769358,12.0123453,13.6605816,21.5562515,19.5239582,16.0814915,23.2548466,10.17208,3.04253578,2.94503617,4995.819,-0.093538925,0.001495046
test-0,338100.0,30.5835075,44.3507271,3.20915365,5.749265,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.35446,101.415054,11.4811859,11.9162083,13.7103052,21.4607487,19.4738617,15.9399395,23.1545258,10.2222967,3.11918688,2.964562,4995.81641,-0.09347837,0.001556559
test-0,338400.0,30.726841,41.3339653,3.18792653,5.757933,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.4340019,101.24855,11.4313374,11.770092,13.4682312,21.4604,19.3783588,15.8902884,23.0126781,10.2673225,3.003948,2.886884,4996.91748,-0.09360027,0.001434588
test-0,338700.0,30.4397335,38.0709076,3.20623279,5.75215864,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.4665947,101.393295,11.5268412,12.011838,13.7100639,21.4606152,19.6201038,15.9855957,23.1086159,10.267952,2.88710213,2.71339345,4996.91455,-0.09366131,0.001495048
test-0,339000.0,30.5546551,37.4262772,3.18067169,5.75793839,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.379818,101.321022,11.5272121,11.8657246,13.5640793,21.41026,19.5698776,16.0816116,23.25485,10.267581,2.88700271,2.886707,4996.91748,-0.09372203,0.001494897
test-0,339300.0,30.43927,60.2330055,3.19757414,5.755024,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.40878,101.501923,11.8198195,12.012248,13.7107506,21.4615612,19.52484,16.278574,23.3011932,9.92936,2.92614937,2.790468,4996.91748,-0.09372234,0.001434326
test-0,339600.0,30.4678364,56.99287,3.21057367,5.75215,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.3038445,101.414925,11.7694626,12.0627289,13.71044,21.41026,19.6204872,16.03624,23.3971653,10.171669,3.1194067,2.9834826,4995.82227,-0.09359954,0.001678467
test-0,339900.0,30.3525753,54.3473129,3.20164,5.75788736,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.24237,101.429688,11.67333,12.012085,13.7101011,21.5106354,19.569994,16.08142,23.3015289,10.1214628,2.94660068,2.84879136,4995.819,-0.0934782,0.001555986
test-0,340200.0,30.352953,49.5841064,3.19900036,5.75794554,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.2712555,101.559715,11.8655968,12.2087069,13.95284,21.5571747,19.8121929,16.37428,23.6901951,9.883419,2.98351932,2.92561817,4996.9126,-0.09335667,0.001678197
test-0,340500.0,30.3251953,44.5769768,3.19731188,5.74350262,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.21716,101.632385,11.9663076,12.1082191,13.99884,21.7028332,19.7668381,16.5673771,23.5437145,9.782516,2.98370385,2.98354053,4997.829,-0.09341742,0.001617944
test-0,340800.0,30.66937,42.43965,3.20443964,5.7376914,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.2531738,101.480179,11.5771961,11.8198195,13.5141277,21.410532,19.5243416,16.036335,23.1547871,10.4143047,2.96481967,2.81014824,4996.91455,-0.093783215,0.001251056
test-0,341100.0,30.55456,39.8041649,3.209847,5.74929047,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.24601,101.176369,11.5265617,11.7694626,13.5640974,21.5112514,19.619791,16.1316586,23.1538334,10.2675266,2.94509363,2.77108073,4996.91748,-0.093539596,0.001617609
test-0,341400.0,30.6115627,36.36962,3.18928123,5.749278,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,41.0399742,101.2342,11.7692585,11.916605,13.8063488,21.510973,19.6663532,16.1780872,23.44737,10.2675228,3.00300455,2.90576124,4995.819,-0.09329592,0.001800809
test-0,341700.0,30.5252533,49.2381248,3.20197821,5.746385,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,40.93484,101.009926,11.723237,11.966073,13.7557707,21.3640347,19.5242176,16.13185,23.2548714,10.1210146,2.945488,2.86851764,4996.922,-0.093416885,0.001922607
test-0,342000.0,30.4393368,58.5255165,3.1857667,5.76082754,77.9961548,68.99625,54.9974022,56.9978943,62.99936,62.99936,62.99936,40.9096565,101.009995,11.6279364,12.0117016,13.6600847,21.3147125,19.62035,16.1318836,23.3008823,10.1214628,2.88766932,2.84821916,4996.913,-0.0932951,0.00167871
test-0,342300.0,30.4967651,55.259,3.189706,5.752168,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,40.82646,101.248512,11.9661446,12.0622778,13.9991512,21.6069431,19.81247,16.6171665,23.5938587,9.736931,3.00321913,2.84770322,4996.91748,-0.09347781,0.001495559
test-0,342600.0,30.5255489,50.45155,3.19508719,5.7434907,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,40.83001,101.364441,11.8662167,12.0628481,13.8525648,21.5571556,19.7171021,16.4206963,23.59446,9.92879,3.00345469,2.92579722,4995.819,-0.0934782,0.001496395
test-0,342900.0,30.301012,48.0292854,3.18972635,5.752103,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,40.941967,101.356789,11.9653368,12.0624409,13.8504982,21.5118561,19.8107643,16.4167767,23.6387558,9.980435,2.9843297,2.92559433,4995.84,-0.09347938,0.001556396
test-0,343200.0,30.2947769,46.1028748,3.203746,5.74928045,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,40.9747849,101.451126,12.0118427,12.0624409,14.0942211,21.5565071,19.8632145,16.5217037,23.5440121,9.833064,2.9261682,2.88715625,4996.91162,-0.093295746,0.001740473
test-0,343500.0,30.351841,41.3052254,3.19376135,5.740585,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,40.8807564,101.378731,11.9165249,12.012085,13.9536352,21.4120045,19.8126183,16.4722862,23.59443,9.737504,2.98452449,2.86889958,4997.82764,-0.0934168,0.001617432
test-0,343800.0,30.5545826,37.3723259,3.19262743,5.74637175,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,40.89158,101.198067,11.8651133,12.1580906,13.90197,21.5552979,19.7167358,16.32435,23.6386719,9.92896652,2.98355937,2.8476522,4996.912,-0.0932951,0.00180023
test-0,344100.0,30.40937,35.3152,3.2007978,5.75793171,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,40.93493,101.183807,11.9157133,12.0631342,13.9519138,21.4608536,19.71672,16.3747063,23.6394215,9.883874,2.90697837,2.848418,4994.90771,-0.09335584,0.001982895
test-0,344400.0,30.4110432,54.3873672,3.19614124,5.75506449,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,40.87346,101.3931,11.9665031,11.9159517,14.0496063,21.5103474,19.8623466,16.6631069,23.6392288,9.782708,2.96462584,2.9836185,4996.9126,-0.09341743,0.001739502
test-0,344700.0,30.553894,58.2903175,3.1969676,5.734812,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,40.8409767,101.407631,12.0118656,12.0118656,13.9990816,21.652422,19.7673,16.6173286,23.6391773,9.882716,2.86825514,2.906606,4996.91748,-0.0934782,0.001739795
test-0,345000.0,30.3246784,55.45755,3.20764542,5.75218725,77.9961548,68.99625,54.9974022,56.9978943,61.9968262,62.99936,62.99936,40.92053,101.451416,11.96606,12.0619669,14.0947475,21.5562763,19.6666241,16.4717884,23.4979515,9.686576,2.86816859,2.90707612,4996.912,-0.0934776,0.001860971
